time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,1,3,0,working
2,2,arrival,0,5,0,working
3,3,departure,1,9,0,working
4,4,arrival,2,5,0,idle
5,5,departure,2,5,1,idle
6,6,arrival,0,3,0,working
7,7,arrival,2,1,0,working
8,8,arrival,2,9,1,idle
9,9,arrival,3,5,0,idle
10,10,departure,3,1,1,idle
11,11,departure,0,5,0,working
12,12,departure,4,3,0,idle
13,13,departure,4,5,0,working
14,14,arrival,1,8,1,working
15,15,departure,0,8,0,working
16,16,arrival,0,5,0,idle
17,17,departure,0,2,1,idle
18,18,arrival,1,0,1,working
19,19,departure,3,9,0,working
20,20,departure,3,5,1,idle
21,21,arrival,3,5,0,idle
22,22,arrival,4,2,0,idle
23,23,departure,2,3,0,idle
24,24,arrival,0,3,1,idle
25,25,arrival,4,1,0,working
26,26,departure,2,2,1,working
27,27,departure,1,6,1,idle
28,28,arrival,2,9,1,working
29,29,arrival,2,9,1,working
30,30,arrival,0,3,0,working
31,31,departure,1,7,0,working
32,32,arrival,1,5,0,working
33,33,arrival,1,5,1,idle
34,34,arrival,1,9,1,idle
35,35,departure,4,2,1,idle
36,36,arrival,0,6,0,working
37,37,arrival,3,4,1,idle
38,38,departure,2,7,1,working
39,39,arrival,4,4,0,idle
40,40,departure,3,5,1,working
41,41,departure,4,0,0,idle
42,42,departure,4,1,1,idle
43,43,arrival,2,7,1,idle
44,44,arrival,3,1,0,idle
45,45,departure,3,1,0,working
46,46,departure,1,3,1,working
47,47,departure,1,7,0,idle
48,48,arrival,3,9,1,idle
49,49,departure,3,0,0,idle
50,50,departure,0,8,1,idle
51,51,arrival,1,1,0,working
52,52,arrival,2,7,0,idle
53,53,arrival,4,2,0,idle
54,54,arrival,1,1,0,idle
55,55,arrival,1,7,0,working
56,56,arrival,4,3,1,idle
57,57,departure,0,0,1,idle
58,58,departure,4,1,0,idle
59,59,arrival,4,9,0,working
60,60,arrival,1,4,0,idle
61,61,arrival,4,9,1,working
62,62,arrival,4,4,1,working
63,63,arrival,2,8,0,idle
64,64,arrival,1,0,1,working
65,65,arrival,1,4,1,working
66,66,arrival,2,3,1,working
67,67,arrival,4,4,0,idle
68,68,arrival,1,7,0,working
69,69,departure,2,6,1,working
70,70,arrival,1,8,1,working
71,71,departure,2,3,1,working
72,72,arrival,0,0,0,idle
73,73,arrival,4,3,1,working
74,74,departure,1,5,1,idle
75,75,arrival,3,6,0,idle
76,76,departure,1,3,0,working
77,77,departure,0,5,0,working
78,78,departure,0,7,0,idle
79,79,departure,4,0,0,idle
80,80,arrival,2,3,1,working
81,81,departure,0,7,1,idle
82,82,arrival,4,7,0,idle
83,83,departure,0,8,0,working
84,84,departure,4,9,1,working
85,85,departure,0,1,1,working
86,86,departure,3,8,1,working
87,87,departure,2,9,1,working
88,88,departure,0,2,0,working
89,89,arrival,2,6,0,idle
90,90,arrival,3,2,1,working
91,91,departure,4,0,1,working
92,92,arrival,1,6,1,working
93,93,departure,4,7,0,idle
94,94,arrival,1,9,1,idle
95,95,departure,1,0,0,working
96,96,departure,3,1,1,working
97,97,departure,1,2,1,idle
98,98,departure,4,4,1,working
99,99,departure,1,9,1,idle
100,100,departure,3,3,1,idle
101,101,departure,4,0,1,idle
102,102,arrival,3,7,1,idle
103,103,departure,1,7,1,working
104,104,departure,2,9,1,idle
105,105,departure,1,1,0,idle
106,106,arrival,3,1,1,working
107,107,departure,2,8,0,working
108,108,departure,0,7,0,working
109,109,arrival,1,0,0,idle
