time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,3,0,1,working
2,2,arrival,0,4,0,working
3,3,departure,2,4,1,idle
4,4,arrival,2,7,1,idle
5,5,departure,4,2,1,working
6,6,arrival,1,6,0,working
7,7,arrival,4,1,0,working
8,8,departure,1,8,1,working
9,9,arrival,2,8,1,idle
10,10,arrival,0,9,0,working
11,11,departure,4,0,1,idle
12,12,arrival,0,1,0,idle
13,13,departure,0,8,0,idle
14,14,arrival,2,7,0,idle
15,15,arrival,1,0,1,idle
16,16,departure,0,4,1,working
17,17,arrival,3,6,1,idle
18,18,arrival,3,9,0,idle
19,19,arrival,1,7,0,idle
20,20,arrival,0,0,0,working
21,21,arrival,2,8,1,working
22,22,departure,2,4,0,idle
23,23,departure,1,4,0,working
24,24,arrival,4,7,0,working
25,25,arrival,0,7,0,working
26,26,departure,3,2,1,idle
27,27,departure,3,2,1,working
28,28,arrival,1,6,0,working
29,29,arrival,1,6,0,idle
30,30,arrival,3,1,0,working
31,31,departure,0,5,1,working
32,32,departure,4,4,0,working
33,33,arrival,4,6,0,working
34,34,departure,3,0,1,idle
35,35,departure,3,6,0,working
36,36,arrival,3,9,0,working
37,37,departure,4,8,0,working
38,38,arrival,1,9,0,working
39,39,departure,3,8,1,idle
40,40,arrival,2,8,1,working
41,41,arrival,1,7,1,working
42,42,departure,2,4,1,idle
43,43,arrival,1,4,0,working
44,44,departure,0,4,1,idle
45,45,arrival,2,0,0,working
46,46,arrival,4,0,0,working
47,47,arrival,3,3,0,idle
48,48,arrival,1,5,1,working
49,49,arrival,0,5,0,idle
50,50,arrival,4,1,1,working
51,51,arrival,0,6,1,idle
52,52,arrival,0,7,1,idle
53,53,departure,1,8,1,working
54,54,arrival,0,1,1,working
55,55,departure,0,1,0,idle
56,56,arrival,0,8,0,idle
57,57,arrival,4,6,0,idle
58,58,arrival,4,2,0,working
59,59,departure,1,8,1,working
60,60,departure,3,4,0,working
61,61,arrival,3,7,1,working
62,62,arrival,0,2,1,working
63,63,departure,3,7,0,idle
64,64,arrival,3,3,0,idle
65,65,arrival,2,8,0,idle
66,66,arrival,2,6,0,working
67,67,arrival,3,0,0,working
68,68,arrival,2,9,0,working
69,69,departure,4,8,1,working
70,70,departure,3,2,1,idle
71,71,arrival,0,2,0,idle
72,72,arrival,2,1,0,idle
73,73,departure,2,5,1,working
74,74,arrival,2,3,0,working
75,75,departure,4,9,0,working
76,76,departure,2,3,0,working
77,77,arrival,1,8,0,working
78,78,arrival,3,3,1,working
79,79,arrival,2,2,0,idle
80,80,departure,3,2,0,idle
81,81,arrival,2,0,1,working
82,82,arrival,3,0,1,working
83,83,arrival,2,1,1,working
84,84,arrival,1,9,1,working
85,85,departure,4,5,0,idle
86,86,arrival,2,3,0,idle
87,87,arrival,2,8,0,working
88,88,departure,0,5,0,idle
89,89,arrival,1,3,0,working
90,90,arrival,0,4,1,working
91,91,departure,1,4,0,idle
92,92,arrival,1,2,1,idle
93,93,departure,1,1,1,working
94,94,arrival,0,4,0,idle
95,95,departure,4,9,0,working
96,96,arrival,0,8,0,working
97,97,departure,0,4,0,idle
98,98,arrival,3,8,0,working
99,99,departure,1,8,0,working
100,100,departure,4,5,1,working
101,101,arrival,4,9,1,idle
102,102,arrival,1,3,0,working
103,103,departure,3,3,1,working
104,104,departure,0,5,0,working
105,105,arrival,4,4,0,idle
106,106,arrival,2,7,1,working
107,107,departure,4,3,1,working
108,108,departure,0,3,0,working
109,109,departure,2,8,0,idle
110,110,arrival,2,2,1,working
111,111,departure,1,8,1,idle
112,112,arrival,2,3,0,idle
113,113,arrival,4,1,1,idle
114,114,arrival,3,8,0,idle
115,115,arrival,1,5,1,idle
116,116,departure,1,5,0,idle
117,117,departure,2,6,0,idle
118,118,arrival,1,3,0,working
119,119,arrival,1,7,1,working
120,120,arrival,1,4,0,idle
121,121,departure,1,2,0,working
122,122,departure,0,9,1,working
123,123,departure,3,3,1,idle
124,124,arrival,3,7,1,working
125,125,departure,2,5,1,idle
126,126,arrival,0,7,1,working
127,127,departure,0,4,1,working
128,128,arrival,2,8,0,idle
129,129,arrival,1,8,0,idle
130,130,arrival,4,9,1,working
131,131,departure,2,4,0,idle
132,132,departure,4,1,1,working
133,133,arrival,4,2,0,working
134,134,departure,3,9,1,working
135,135,departure,4,2,1,idle
136,136,arrival,3,1,1,idle
137,137,departure,1,6,0,working
138,138,arrival,4,7,1,idle
139,139,arrival,0,0,0,idle
140,140,departure,3,8,1,working
141,141,departure,4,4,0,working
142,142,departure,1,0,1,working
143,143,arrival,2,7,0,idle
144,144,departure,4,2,0,idle
145,145,departure,1,6,1,idle
146,146,arrival,2,8,0,idle
147,147,arrival,4,4,1,working
148,148,arrival,2,3,0,working
149,149,arrival,1,9,0,idle
