time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,3,0,1,working
2,2,arrival,2,1,0,working
3,3,arrival,3,2,0,working
4,4,arrival,2,6,1,idle
5,5,arrival,2,3,0,working
6,6,arrival,4,0,0,working
7,7,arrival,2,1,0,idle
8,8,departure,2,0,0,idle
9,9,arrival,1,8,0,idle
10,10,arrival,0,8,0,working
11,11,departure,2,8,0,working
12,12,arrival,0,9,0,idle
13,13,departure,4,0,0,idle
14,14,arrival,2,0,1,idle
15,15,arrival,4,4,1,idle
16,16,arrival,1,0,0,idle
17,17,departure,4,2,1,working
18,18,arrival,4,6,0,idle
19,19,arrival,3,7,1,idle
20,20,departure,4,6,0,idle
21,21,departure,3,9,1,working
22,22,arrival,3,1,0,idle
23,23,departure,0,2,0,idle
24,24,departure,3,3,1,working
25,25,arrival,0,9,0,working
26,26,arrival,3,0,1,idle
27,27,departure,1,0,1,idle
28,28,departure,2,4,0,working
29,29,departure,4,4,1,working
30,30,arrival,3,6,0,idle
31,31,arrival,4,3,1,working
32,32,departure,3,8,0,idle
33,33,arrival,2,8,0,idle
34,34,departure,4,1,1,working
35,35,arrival,0,2,1,idle
36,36,departure,0,8,0,working
37,37,departure,4,1,1,working
38,38,departure,1,7,0,working
39,39,arrival,4,3,0,idle
40,40,departure,1,9,0,working
41,41,departure,1,9,1,idle
42,42,departure,0,7,1,idle
43,43,departure,2,4,1,idle
44,44,departure,0,8,0,idle
45,45,arrival,4,5,1,working
46,46,arrival,2,1,0,working
47,47,departure,3,5,1,working
48,48,departure,3,7,1,working
49,49,departure,0,2,0,idle
50,50,arrival,1,0,0,working
51,51,departure,3,8,1,idle
52,52,arrival,3,4,1,working
53,53,departure,3,4,1,idle
54,54,arrival,2,2,0,working
55,55,departure,1,2,0,working
56,56,departure,3,7,0,idle
57,57,departure,2,8,0,idle
58,58,departure,4,0,0,idle
59,59,departure,4,1,1,working
60,60,departure,0,4,0,idle
61,61,departure,3,5,1,working
62,62,departure,2,4,1,working
63,63,arrival,1,6,0,idle
64,64,departure,3,8,1,working
65,65,arrival,0,3,1,working
66,66,arrival,4,2,1,working
67,67,departure,1,8,1,working
68,68,departure,0,8,1,idle
69,69,departure,4,3,0,working
70,70,departure,0,0,1,working
71,71,departure,4,5,1,idle
72,72,departure,4,5,1,idle
73,73,arrival,3,5,1,idle
74,74,departure,3,3,1,idle
75,75,departure,1,4,1,working
76,76,departure,3,0,1,working
77,77,arrival,0,8,0,idle
78,78,departure,1,1,1,idle
79,79,arrival,0,0,0,idle
80,80,departure,3,0,1,working
81,81,departure,2,5,1,idle
82,82,arrival,3,8,0,idle
83,83,departure,1,4,1,working
84,84,departure,1,3,1,idle
85,85,arrival,0,3,1,working
86,86,arrival,0,8,1,working
87,87,arrival,1,7,1,working
88,88,departure,4,5,1,idle
89,89,departure,1,2,0,working
90,90,arrival,4,8,0,working
91,91,departure,0,9,0,idle
92,92,arrival,3,3,0,working
93,93,arrival,0,6,1,working
94,94,arrival,2,5,1,idle
95,95,departure,0,2,0,idle
96,96,departure,2,0,0,idle
97,97,departure,1,2,0,idle
98,98,arrival,1,2,0,working
99,99,departure,2,1,1,idle
100,100,arrival,4,3,1,working
101,101,arrival,0,5,0,working
102,102,departure,1,0,1,working
103,103,departure,3,3,0,idle
