time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,4,4,0,idle
2,2,departure,2,9,1,working
3,3,departure,4,7,1,idle
4,4,arrival,2,3,0,working
5,5,arrival,1,1,1,idle
6,6,arrival,3,5,0,working
7,7,departure,2,2,1,working
8,8,departure,1,0,0,working
9,9,arrival,2,1,0,idle
10,10,arrival,1,4,0,working
11,11,departure,1,7,0,idle
12,12,departure,0,0,1,working
13,13,arrival,2,3,0,working
14,14,arrival,1,0,0,working
15,15,departure,0,0,1,idle
16,16,arrival,3,4,0,working
17,17,arrival,4,2,0,working
18,18,arrival,2,6,1,working
19,19,arrival,1,7,1,working
20,20,departure,4,3,1,idle
21,21,arrival,3,8,1,idle
22,22,arrival,0,4,0,working
23,23,departure,0,8,0,idle
24,24,departure,3,3,1,idle
25,25,arrival,0,8,0,working
26,26,arrival,2,2,1,idle
27,27,departure,0,5,0,idle
28,28,arrival,2,1,0,working
29,29,arrival,3,0,1,working
30,30,departure,2,5,0,working
31,31,arrival,4,9,1,working
32,32,arrival,1,7,1,working
33,33,arrival,1,2,0,working
34,34,departure,3,9,1,idle
35,35,arrival,0,0,0,idle
36,36,arrival,0,5,0,idle
37,37,arrival,1,4,1,working
38,38,arrival,2,3,1,idle
39,39,departure,1,0,1,working
40,40,departure,4,6,0,working
41,41,arrival,4,9,0,working
42,42,arrival,1,1,0,idle
43,43,departure,2,7,0,working
44,44,arrival,0,9,1,idle
45,45,arrival,1,8,0,working
46,46,arrival,0,8,0,working
47,47,departure,3,3,1,idle
48,48,departure,2,2,1,idle
49,49,arrival,4,3,0,idle
50,50,departure,3,6,0,working
51,51,arrival,2,5,1,working
52,52,departure,3,9,1,working
53,53,arrival,0,7,1,working
54,54,arrival,2,6,0,working
55,55,departure,4,7,1,working
56,56,arrival,2,3,0,working
57,57,arrival,4,6,0,working
58,58,departure,4,5,0,working
59,59,departure,3,4,1,idle
60,60,arrival,0,2,0,working
61,61,departure,4,5,0,working
62,62,arrival,2,6,1,working
63,63,departure,3,9,0,idle
64,64,arrival,2,6,1,working
65,65,arrival,2,8,0,working
66,66,arrival,3,1,1,idle
67,67,departure,1,1,0,idle
68,68,departure,2,4,1,working
69,69,arrival,3,7,0,idle
70,70,arrival,1,6,1,idle
71,71,departure,0,8,0,idle
72,72,arrival,2,7,0,idle
73,73,arrival,1,2,1,working
74,74,arrival,4,1,0,idle
75,75,arrival,4,1,0,working
76,76,departure,4,7,1,idle
77,77,arrival,4,8,0,working
78,78,departure,0,4,0,working
79,79,departure,2,9,1,idle
80,80,departure,1,2,1,working
81,81,departure,1,4,1,working
82,82,arrival,0,3,1,idle
83,83,arrival,1,1,1,idle
84,84,arrival,2,5,0,idle
85,85,departure,2,0,1,working
86,86,arrival,0,1,0,working
87,87,arrival,1,8,1,idle
88,88,departure,2,9,1,idle
89,89,departure,0,6,1,idle
90,90,departure,4,6,0,idle
91,91,departure,1,4,0,idle
92,92,departure,3,3,1,working
93,93,departure,0,3,1,idle
94,94,arrival,2,7,0,working
95,95,departure,0,7,0,working
96,96,arrival,3,5,0,idle
97,97,departure,2,9,0,idle
98,98,arrival,3,8,1,working
99,99,departure,2,1,1,working
100,100,departure,4,6,0,working
101,101,departure,4,9,1,idle
102,102,departure,4,2,0,working
103,103,arrival,0,8,0,idle
104,104,departure,2,4,0,working
105,105,departure,4,8,1,working
106,106,arrival,1,6,1,working
107,107,arrival,4,1,1,idle
108,108,arrival,3,9,0,idle
109,109,departure,3,3,1,working
110,110,departure,3,9,0,idle
111,111,arrival,4,3,0,working
112,112,departure,3,2,1,working
113,113,departure,1,7,1,idle
114,114,arrival,2,3,0,working
115,115,arrival,0,2,0,idle
116,116,arrival,2,9,0,idle
117,117,arrival,4,0,1,working
118,118,departure,1,2,0,working
119,119,arrival,2,6,1,idle
120,120,departure,0,1,1,idle
121,121,arrival,1,4,0,idle
122,122,departure,3,6,0,working
123,123,arrival,1,6,1,idle
124,124,arrival,2,1,1,working
125,125,arrival,1,5,0,working
126,126,arrival,4,7,0,working
127,127,arrival,3,1,0,working
128,128,departure,1,2,1,working
129,129,arrival,1,2,0,idle
130,130,departure,2,8,0,working
131,131,departure,3,0,0,working
132,132,departure,1,5,0,idle
133,133,arrival,3,3,0,working
134,134,departure,2,7,0,idle
135,135,arrival,3,1,1,idle
136,136,departure,4,7,1,idle
137,137,arrival,0,9,1,idle
138,138,departure,4,0,1,working
139,139,departure,1,4,0,idle
140,140,arrival,0,9,1,working
141,141,departure,0,6,1,working
142,142,departure,4,6,1,idle
143,143,arrival,4,4,1,idle
144,144,departure,3,9,0,working
