time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,arrival,2,8,1,idle
2,2,departure,2,7,1,idle
3,3,arrival,1,7,0,working
4,4,departure,3,3,1,working
5,5,departure,1,6,1,working
6,6,arrival,0,6,1,working
7,7,arrival,4,0,1,idle
8,8,departure,4,1,1,working
9,9,departure,2,9,0,idle
10,10,departure,2,2,1,idle
11,11,departure,3,0,1,idle
12,12,arrival,3,3,0,working
13,13,departure,0,7,0,working
14,14,departure,3,0,0,working
15,15,departure,1,0,0,working
16,16,departure,3,1,1,working
17,17,departure,3,2,1,idle
18,18,departure,4,9,1,idle
19,19,arrival,0,5,0,working
20,20,arrival,4,8,1,idle
21,21,arrival,3,4,0,idle
22,22,departure,3,1,1,idle
23,23,arrival,0,0,0,working
24,24,departure,4,1,0,idle
25,25,departure,3,3,1,idle
26,26,departure,3,5,1,idle
27,27,departure,1,6,0,idle
28,28,arrival,0,1,0,working
29,29,departure,4,5,1,working
30,30,arrival,2,3,1,working
31,31,departure,0,7,1,idle
32,32,departure,3,4,1,working
33,33,arrival,2,2,0,idle
34,34,departure,2,1,1,working
35,35,arrival,0,2,0,idle
36,36,arrival,4,8,0,idle
37,37,departure,3,8,1,working
38,38,departure,3,6,1,working
39,39,departure,4,5,1,idle
40,40,arrival,4,2,0,idle
41,41,departure,3,6,0,idle
42,42,arrival,0,2,1,working
43,43,arrival,4,0,1,idle
44,44,departure,3,8,1,working
45,45,arrival,0,4,0,idle
46,46,departure,2,9,1,idle
47,47,arrival,1,8,1,idle
48,48,departure,2,5,1,working
49,49,arrival,0,3,0,idle
50,50,departure,2,3,1,idle
51,51,arrival,0,7,0,working
52,52,arrival,4,2,1,working
53,53,arrival,3,8,1,idle
54,54,departure,2,1,0,idle
55,55,arrival,3,6,1,working
56,56,departure,1,0,0,idle
57,57,arrival,0,0,1,idle
58,58,arrival,3,7,0,working
59,59,departure,3,2,0,working
60,60,arrival,4,3,0,idle
61,61,departure,1,4,1,working
62,62,arrival,4,9,0,idle
63,63,arrival,0,7,0,working
64,64,arrival,2,1,0,working
65,65,departure,1,3,0,working
