time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,3,1,1,idle
2,2,arrival,1,3,1,idle
3,3,arrival,2,6,1,working
4,4,departure,4,8,1,idle
5,5,arrival,1,7,1,working
6,6,departure,2,3,0,working
7,7,departure,3,7,1,idle
8,8,arrival,0,9,1,idle
9,9,arrival,3,0,1,working
10,10,arrival,3,5,1,idle
11,11,arrival,0,3,0,idle
12,12,departure,4,4,0,idle
13,13,arrival,0,0,1,idle
14,14,departure,1,3,1,idle
15,15,departure,4,0,1,working
16,16,arrival,3,1,1,working
17,17,arrival,4,4,0,idle
18,18,departure,0,6,1,working
19,19,arrival,2,1,1,working
20,20,departure,3,2,1,idle
21,21,arrival,3,2,0,idle
22,22,arrival,3,5,1,idle
23,23,departure,1,8,0,idle
24,24,departure,1,3,0,idle
25,25,arrival,4,6,0,working
26,26,arrival,4,8,0,idle
27,27,arrival,3,9,1,idle
28,28,arrival,4,9,0,idle
29,29,departure,0,5,1,working
30,30,departure,1,5,1,idle
31,31,arrival,1,1,1,working
32,32,departure,4,1,0,idle
33,33,arrival,3,8,1,idle
34,34,departure,4,9,1,working
35,35,departure,1,8,1,working
36,36,departure,3,0,1,working
37,37,departure,2,0,1,idle
38,38,departure,0,4,0,working
39,39,departure,4,3,1,idle
40,40,arrival,2,7,1,idle
41,41,departure,0,4,1,idle
42,42,departure,0,3,1,working
43,43,arrival,3,3,0,working
44,44,arrival,3,8,1,working
45,45,departure,4,5,0,idle
46,46,departure,3,5,0,working
47,47,arrival,3,3,1,working
48,48,departure,4,9,0,idle
49,49,departure,0,6,1,working
50,50,arrival,2,4,0,idle
51,51,arrival,2,4,1,idle
52,52,arrival,0,8,1,working
53,53,departure,1,6,1,idle
54,54,departure,3,5,1,idle
55,55,departure,1,8,1,idle
56,56,departure,3,2,0,working
57,57,arrival,1,1,0,idle
58,58,departure,0,1,0,idle
59,59,arrival,3,5,1,working
60,60,arrival,3,9,0,idle
61,61,arrival,3,4,0,idle
62,62,arrival,1,1,1,working
63,63,arrival,1,8,1,working
64,64,arrival,0,5,1,working
65,65,departure,1,2,1,idle
66,66,arrival,2,0,0,working
67,67,arrival,4,3,1,working
68,68,departure,1,4,0,working
69,69,departure,0,5,1,working
70,70,arrival,0,7,1,idle
71,71,arrival,1,7,1,working
72,72,arrival,3,4,1,working
73,73,departure,3,4,1,working
74,74,departure,3,4,0,idle
75,75,departure,4,2,1,working
76,76,departure,2,4,0,working
77,77,arrival,0,4,1,working
78,78,arrival,4,1,1,idle
79,79,arrival,4,2,0,idle
80,80,departure,0,4,1,working
81,81,departure,4,5,0,idle
82,82,arrival,1,9,1,idle
83,83,departure,3,2,0,idle
84,84,arrival,3,3,1,idle
85,85,departure,0,3,1,working
86,86,departure,3,3,0,working
87,87,arrival,0,0,0,working
88,88,departure,1,3,1,working
89,89,arrival,3,7,1,idle
90,90,arrival,0,5,1,working
91,91,departure,4,3,0,idle
92,92,departure,4,7,0,working
93,93,arrival,4,1,1,idle
94,94,departure,3,6,1,idle
95,95,arrival,2,8,1,working
96,96,arrival,3,3,0,idle
97,97,arrival,0,5,1,idle
98,98,arrival,3,4,0,working
99,99,departure,0,9,0,working
100,100,arrival,1,9,1,working
101,101,arrival,2,5,1,working
102,102,arrival,2,2,1,idle
103,103,departure,2,2,0,working
104,104,arrival,4,1,1,idle
105,105,arrival,0,8,0,working
106,106,departure,0,1,1,working
107,107,departure,4,4,1,idle
108,108,departure,0,0,1,idle
109,109,departure,2,2,0,working
110,110,arrival,0,3,0,idle
111,111,departure,0,8,1,idle
112,112,arrival,0,3,0,idle
113,113,arrival,0,7,1,idle
114,114,arrival,2,5,0,working
115,115,departure,3,9,1,idle
116,116,departure,4,0,0,working
117,117,arrival,4,5,0,idle
118,118,departure,1,0,1,idle
119,119,departure,4,5,1,idle
120,120,departure,0,1,1,working
121,121,departure,3,0,0,idle
122,122,departure,4,6,1,working
123,123,arrival,3,6,1,working
124,124,arrival,1,3,1,working
125,125,departure,4,1,0,working
126,126,arrival,1,5,1,idle
127,127,arrival,1,9,1,working
128,128,departure,2,4,1,idle
129,129,departure,2,4,1,working
130,130,arrival,3,9,0,idle
131,131,departure,4,2,0,idle
132,132,departure,0,4,1,working
133,133,departure,4,5,1,working
134,134,arrival,2,6,0,working
135,135,departure,1,2,1,idle
136,136,arrival,1,9,0,idle
137,137,departure,3,6,0,working
138,138,departure,2,0,0,idle
139,139,arrival,0,1,1,idle
140,140,arrival,0,9,0,working
141,141,arrival,2,8,0,working
142,142,arrival,4,4,0,working
143,143,arrival,1,4,1,working
144,144,arrival,4,1,1,idle
145,145,arrival,0,0,1,working
146,146,departure,3,4,0,working
147,147,arrival,0,9,1,working
148,148,departure,4,2,1,working
149,149,departure,1,9,1,idle
150,150,departure,0,7,1,working
151,151,arrival,2,0,1,idle
152,152,departure,0,7,0,idle
153,153,departure,0,0,0,working
154,154,departure,2,8,0,working
155,155,departure,2,3,0,working
156,156,departure,4,7,1,working
157,157,departure,2,9,1,working
158,158,departure,2,2,1,idle
159,159,arrival,1,8,0,idle
160,160,departure,2,0,1,working
161,161,departure,2,6,0,working
162,162,departure,2,6,1,idle
163,163,arrival,1,6,0,idle
164,164,departure,1,5,0,working
165,165,arrival,1,1,0,working
166,166,arrival,3,1,1,idle
167,167,arrival,2,9,0,idle
168,168,arrival,0,0,0,idle
169,169,departure,3,7,1,idle
170,170,departure,1,7,1,working
171,171,arrival,2,1,1,idle
172,172,arrival,2,0,0,working
173,173,arrival,2,4,1,idle
174,174,arrival,1,6,0,working
175,175,departure,0,5,1,idle
176,176,departure,3,5,0,idle
177,177,arrival,0,9,0,idle
178,178,arrival,2,4,0,idle
179,179,departure,1,9,0,idle
180,180,departure,2,2,1,working
181,181,departure,2,7,1,working
182,182,departure,2,3,1,working
183,183,arrival,2,0,0,idle
184,184,arrival,4,3,0,idle
185,185,departure,1,2,0,working
186,186,departure,0,7,0,working
187,187,arrival,3,5,1,working
188,188,arrival,0,3,1,idle
189,189,departure,1,3,0,idle
190,190,arrival,4,6,0,idle
191,191,departure,4,7,1,working
192,192,arrival,1,8,0,idle
193,193,departure,4,7,1,idle
194,194,departure,4,2,0,idle
195,195,departure,0,5,1,idle
196,196,departure,1,6,0,working
197,197,departure,1,6,0,working
198,198,arrival,1,6,0,working
199,199,arrival,4,8,1,idle
200,200,departure,0,0,0,idle
201,201,arrival,1,8,0,idle
202,202,departure,1,9,0,working
203,203,departure,3,0,0,idle
204,204,departure,1,3,1,idle
205,205,arrival,0,7,0,working
206,206,arrival,3,6,1,working
207,207,departure,0,1,1,working
208,208,departure,1,7,1,working
209,209,departure,0,0,1,working
210,210,departure,1,1,1,idle
211,211,arrival,2,0,0,working
212,212,arrival,2,9,0,idle
213,213,arrival,0,7,0,working
214,214,departure,3,9,0,working
215,215,arrival,0,0,1,idle
216,216,departure,3,2,0,idle
217,217,arrival,0,4,0,working
218,218,departure,1,8,1,working
219,219,arrival,2,1,1,working
220,220,departure,0,8,0,idle
221,221,arrival,2,0,0,idle
222,222,arrival,2,6,0,idle
223,223,arrival,2,9,0,idle
224,224,arrival,4,5,1,working
225,225,departure,4,5,0,idle
226,226,departure,1,2,1,idle
227,227,arrival,0,3,0,working
228,228,arrival,4,5,0,idle
229,229,arrival,1,5,1,idle
230,230,departure,1,6,0,idle
231,231,departure,2,1,0,working
232,232,departure,2,4,0,working
233,233,departure,0,2,0,working
234,234,departure,3,8,0,idle
235,235,arrival,3,3,1,working
236,236,arrival,2,4,1,working
237,237,arrival,2,7,1,working
238,238,arrival,4,7,0,idle
239,239,arrival,4,9,1,working
240,240,departure,4,5,0,working
241,241,arrival,3,6,0,working
242,242,departure,3,7,0,working
243,243,departure,2,3,1,idle
244,244,departure,2,3,0,working
245,245,departure,3,5,0,idle
246,246,departure,2,3,1,working
247,247,departure,3,2,1,working
248,248,arrival,1,3,1,idle
249,249,departure,2,6,1,working
250,250,arrival,2,3,1,working
251,251,arrival,0,6,0,idle
252,252,departure,3,3,0,idle
253,253,arrival,2,1,1,idle
254,254,departure,1,4,0,working
255,255,departure,2,7,0,idle
256,256,arrival,3,6,0,idle
257,257,arrival,2,6,1,working
258,258,arrival,0,1,0,working
259,259,arrival,4,9,0,working
260,260,arrival,2,7,1,working
261,261,arrival,3,8,1,idle
262,262,departure,1,1,1,idle
263,263,arrival,4,0,1,working
264,264,arrival,4,8,0,idle
265,265,departure,3,2,1,working
266,266,arrival,4,6,1,idle
267,267,departure,4,8,1,working
268,268,departure,2,7,1,working
269,269,departure,3,3,0,working
270,270,arrival,1,8,1,idle
271,271,departure,3,3,1,idle
272,272,departure,2,6,0,idle
273,273,arrival,3,3,0,working
274,274,arrival,4,4,1,idle
275,275,departure,4,8,0,working
276,276,departure,4,3,1,idle
277,277,arrival,4,9,0,working
278,278,departure,4,7,0,working
279,279,arrival,2,4,0,idle
280,280,departure,1,1,1,idle
281,281,departure,3,1,0,idle
282,282,arrival,4,7,0,idle
283,283,departure,0,3,0,working
284,284,departure,1,8,1,idle
285,285,arrival,4,0,0,working
286,286,departure,4,1,1,idle
287,287,departure,1,6,1,working
288,288,arrival,0,6,1,working
289,289,arrival,3,2,0,working
290,290,arrival,1,9,1,idle
291,291,arrival,4,8,1,working
292,292,arrival,3,4,0,idle
293,293,departure,2,1,0,idle
294,294,arrival,2,7,1,working
295,295,arrival,0,1,1,idle
296,296,departure,0,7,1,idle
297,297,arrival,3,9,1,working
298,298,arrival,3,4,0,idle
299,299,arrival,0,4,1,idle
300,300,departure,4,0,0,working
301,301,arrival,3,2,0,working
302,302,departure,3,0,0,idle
303,303,arrival,0,4,0,working
304,304,arrival,3,5,0,idle
305,305,arrival,3,6,1,working
306,306,departure,2,1,1,idle
307,307,arrival,1,2,0,working
308,308,departure,1,7,0,working
309,309,departure,4,3,0,idle
310,310,departure,0,4,1,working
311,311,arrival,2,5,1,idle
312,312,arrival,4,2,0,working
313,313,departure,4,9,1,working
314,314,departure,3,4,0,working
315,315,departure,1,1,1,idle
316,316,departure,2,2,0,working
317,317,arrival,4,5,0,working
318,318,arrival,0,7,1,working
319,319,arrival,3,6,1,idle
320,320,arrival,2,6,1,idle
321,321,departure,1,9,1,working
322,322,departure,1,3,1,working
323,323,departure,0,7,0,working
324,324,arrival,1,6,1,working
325,325,departure,0,2,0,working
326,326,departure,1,5,1,idle
327,327,departure,3,8,0,idle
328,328,arrival,3,9,1,idle
329,329,arrival,3,8,1,working
330,330,departure,0,9,1,working
331,331,arrival,0,3,0,idle
332,332,departure,4,6,0,working
333,333,departure,3,7,0,idle
334,334,arrival,3,0,1,working
335,335,arrival,2,1,0,working
336,336,departure,1,8,0,idle
337,337,departure,3,0,1,working
338,338,arrival,2,6,0,idle
339,339,arrival,1,0,1,idle
340,340,arrival,4,1,0,idle
341,341,departure,1,5,0,idle
342,342,departure,0,9,0,idle
343,343,departure,1,4,0,working
344,344,departure,1,9,0,idle
345,345,departure,2,8,0,working
346,346,arrival,1,3,1,idle
347,347,arrival,3,0,0,idle
348,348,departure,4,4,1,working
349,349,departure,1,8,0,idle
350,350,departure,0,1,1,working
351,351,arrival,4,1,1,working
352,352,departure,2,3,0,idle
353,353,departure,0,4,0,working
354,354,departure,0,1,0,working
355,355,departure,0,0,1,working
356,356,departure,1,7,1,working
357,357,arrival,0,0,1,idle
358,358,arrival,2,1,0,idle
359,359,departure,3,1,0,working
360,360,departure,2,0,0,idle
361,361,arrival,0,3,0,working
362,362,departure,2,9,1,idle
363,363,departure,3,7,1,idle
364,364,departure,0,7,1,working
365,365,departure,0,0,0,working
366,366,departure,3,9,1,working
367,367,departure,4,1,0,working
368,368,arrival,3,5,0,idle
369,369,arrival,1,4,0,idle
370,370,departure,1,6,0,idle
371,371,arrival,3,8,1,idle
372,372,departure,0,3,1,idle
373,373,departure,1,6,1,idle
374,374,departure,4,9,1,working
375,375,arrival,4,9,0,working
376,376,arrival,1,2,0,idle
377,377,departure,4,2,1,working
378,378,arrival,1,9,1,idle
379,379,departure,1,0,0,idle
380,380,arrival,4,3,1,working
381,381,departure,4,2,0,idle
382,382,arrival,1,1,1,idle
383,383,arrival,2,4,1,working
384,384,departure,0,0,0,working
385,385,departure,2,0,1,idle
386,386,departure,1,9,1,idle
387,387,departure,3,2,1,working
388,388,arrival,0,2,0,working
389,389,departure,2,3,0,working
390,390,departure,0,5,0,working
391,391,departure,1,9,0,idle
392,392,departure,3,1,1,working
