time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,arrival,3,5,1,idle
2,2,arrival,0,0,0,working
3,3,arrival,0,9,1,working
4,4,arrival,4,4,1,idle
5,5,arrival,2,7,1,working
6,6,arrival,1,5,0,working
7,7,arrival,0,4,0,working
8,8,departure,3,4,1,idle
9,9,arrival,0,3,0,idle
10,10,arrival,0,1,0,idle
11,11,departure,3,0,0,working
12,12,arrival,3,2,1,idle
13,13,arrival,3,7,1,idle
14,14,arrival,2,3,0,idle
15,15,arrival,0,4,1,idle
16,16,arrival,0,2,1,idle
17,17,arrival,0,5,0,idle
18,18,departure,0,5,1,working
19,19,departure,0,8,0,idle
20,20,arrival,0,2,0,idle
21,21,departure,3,4,1,idle
22,22,departure,4,9,0,idle
23,23,arrival,4,5,0,working
24,24,arrival,4,0,0,idle
25,25,arrival,3,5,0,idle
26,26,departure,3,5,0,working
27,27,departure,1,4,0,idle
28,28,departure,3,1,0,idle
29,29,departure,2,0,1,working
30,30,arrival,3,6,1,working
31,31,departure,0,5,1,working
32,32,departure,0,4,0,idle
33,33,departure,1,1,0,working
34,34,arrival,4,0,1,idle
35,35,arrival,3,4,0,idle
36,36,arrival,4,1,1,working
37,37,departure,4,6,0,idle
38,38,arrival,1,1,0,idle
39,39,arrival,4,2,1,idle
40,40,arrival,1,8,1,idle
41,41,arrival,0,9,1,idle
42,42,arrival,4,2,1,idle
43,43,arrival,0,2,0,working
44,44,departure,0,2,0,idle
45,45,departure,3,6,0,working
46,46,departure,0,9,0,idle
47,47,departure,4,0,1,working
48,48,arrival,4,5,1,idle
49,49,departure,2,5,0,idle
50,50,arrival,2,8,1,working
51,51,arrival,1,7,0,idle
52,52,departure,2,8,1,idle
53,53,departure,4,8,0,idle
54,54,arrival,0,0,1,idle
55,55,departure,0,7,0,working
56,56,departure,4,0,0,working
57,57,departure,4,3,1,idle
58,58,departure,0,7,0,idle
59,59,departure,4,7,0,working
60,60,departure,2,7,0,working
61,61,arrival,3,5,0,idle
62,62,departure,2,6,1,working
63,63,arrival,2,5,0,working
64,64,arrival,2,9,0,idle
65,65,departure,1,8,1,working
66,66,departure,3,4,1,working
67,67,departure,1,1,1,working
68,68,departure,0,8,1,idle
69,69,arrival,4,6,1,working
70,70,arrival,3,5,1,working
71,71,departure,0,4,1,working
72,72,arrival,4,9,1,idle
73,73,departure,3,8,0,working
74,74,arrival,0,4,0,working
75,75,arrival,0,0,0,working
76,76,arrival,3,2,1,idle
77,77,departure,0,1,0,working
78,78,arrival,0,2,0,idle
79,79,departure,0,2,0,idle
80,80,arrival,1,7,0,working
81,81,arrival,3,0,0,working
82,82,arrival,4,0,1,idle
83,83,departure,3,2,1,idle
84,84,departure,1,3,1,idle
85,85,arrival,4,8,1,idle
86,86,departure,3,1,1,working
87,87,departure,0,9,1,working
88,88,departure,4,1,0,working
89,89,departure,2,3,1,working
90,90,departure,2,2,1,working
91,91,arrival,1,5,1,working
92,92,departure,0,8,0,working
93,93,arrival,2,0,0,idle
94,94,departure,1,8,0,idle
95,95,arrival,4,0,0,working
96,96,departure,1,5,1,working
97,97,arrival,0,3,0,idle
98,98,departure,0,7,0,working
99,99,departure,2,8,1,idle
100,100,departure,1,4,0,working
101,101,departure,0,0,1,working
102,102,departure,0,6,1,idle
103,103,departure,0,1,0,idle
104,104,departure,3,6,0,working
105,105,departure,3,4,0,working
106,106,arrival,2,0,1,idle
