time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,0,9,0,working
2,2,arrival,0,2,1,working
3,3,arrival,2,6,1,idle
4,4,arrival,1,5,1,idle
5,5,departure,0,9,1,working
6,6,arrival,1,6,0,working
7,7,arrival,2,5,1,idle
8,8,departure,1,0,1,working
9,9,arrival,2,6,1,idle
10,10,departure,4,3,0,working
11,11,departure,4,8,1,idle
12,12,departure,4,3,0,idle
13,13,departure,1,3,0,idle
14,14,departure,0,3,0,working
15,15,arrival,2,9,0,idle
16,16,departure,2,9,0,working
17,17,departure,1,6,0,idle
18,18,arrival,2,7,0,working
19,19,departure,3,6,1,idle
20,20,arrival,1,8,0,idle
21,21,departure,2,9,1,working
22,22,departure,1,9,0,idle
23,23,arrival,4,4,0,idle
24,24,arrival,3,9,0,idle
25,25,departure,1,5,1,working
26,26,arrival,1,8,1,idle
27,27,departure,2,2,1,working
28,28,arrival,4,7,0,working
29,29,departure,0,8,1,idle
30,30,arrival,0,5,0,idle
31,31,arrival,4,8,1,working
32,32,arrival,0,3,1,idle
33,33,departure,2,7,1,working
34,34,arrival,1,9,0,working
35,35,departure,0,5,1,working
36,36,arrival,4,1,0,idle
37,37,departure,4,8,1,working
38,38,departure,1,1,0,idle
39,39,arrival,0,5,1,working
40,40,departure,4,5,1,idle
41,41,departure,4,8,1,working
42,42,departure,3,2,1,working
43,43,departure,0,7,1,idle
44,44,arrival,2,2,1,idle
45,45,departure,2,0,1,working
46,46,arrival,3,1,0,idle
47,47,arrival,2,2,1,working
48,48,arrival,4,6,1,working
49,49,arrival,4,5,1,working
50,50,arrival,2,9,1,idle
51,51,arrival,4,7,0,working
52,52,departure,2,2,1,working
53,53,departure,0,0,1,working
54,54,arrival,2,5,1,working
55,55,departure,4,8,1,working
56,56,departure,4,4,1,working
57,57,departure,3,3,0,idle
58,58,departure,3,4,1,working
59,59,arrival,0,4,1,working
60,60,arrival,1,7,1,working
61,61,departure,3,3,1,working
62,62,arrival,2,0,1,idle
63,63,arrival,2,9,0,working
64,64,departure,4,6,0,working
65,65,arrival,1,1,1,working
66,66,arrival,2,2,1,idle
67,67,departure,1,2,1,working
68,68,arrival,2,2,0,idle
69,69,departure,2,8,1,working
70,70,departure,1,1,1,idle
71,71,arrival,3,0,0,idle
72,72,arrival,0,3,0,working
73,73,arrival,3,0,1,idle
74,74,arrival,0,9,1,working
75,75,departure,3,7,0,idle
76,76,departure,3,4,0,idle
77,77,departure,4,3,0,idle
78,78,arrival,1,5,1,working
79,79,arrival,2,8,1,idle
80,80,departure,0,3,0,idle
81,81,departure,4,3,0,working
