time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,1,4,0,working
2,2,arrival,4,8,1,idle
3,3,departure,1,7,0,idle
4,4,arrival,2,0,0,idle
5,5,arrival,1,7,1,working
6,6,departure,2,5,1,idle
7,7,departure,3,6,0,working
8,8,departure,3,2,1,working
9,9,departure,3,0,1,idle
10,10,arrival,0,7,0,working
11,11,departure,1,2,1,idle
12,12,arrival,3,9,0,working
13,13,departure,3,1,1,working
14,14,departure,4,7,0,working
15,15,arrival,4,3,0,working
16,16,departure,4,5,1,idle
17,17,departure,4,3,0,idle
18,18,arrival,3,5,1,working
19,19,arrival,4,6,0,working
20,20,departure,2,1,1,idle
21,21,arrival,4,2,0,idle
22,22,arrival,1,0,1,idle
23,23,departure,3,7,0,working
24,24,arrival,4,3,1,idle
25,25,arrival,4,0,1,idle
26,26,arrival,2,5,0,idle
27,27,arrival,4,1,1,working
28,28,arrival,0,9,1,working
29,29,departure,3,2,1,idle
30,30,arrival,3,6,0,working
31,31,arrival,1,8,1,idle
32,32,arrival,4,1,1,idle
33,33,arrival,1,4,1,working
34,34,arrival,4,8,0,working
35,35,arrival,1,0,0,working
36,36,arrival,0,6,1,idle
37,37,arrival,2,4,0,working
38,38,arrival,4,5,1,working
39,39,departure,3,0,1,working
40,40,arrival,0,5,1,working
41,41,arrival,2,3,0,idle
42,42,departure,1,1,1,working
43,43,departure,1,9,0,working
44,44,departure,4,2,0,working
45,45,departure,3,1,1,working
46,46,arrival,2,4,1,idle
47,47,arrival,0,7,0,working
48,48,arrival,4,0,1,working
49,49,departure,1,2,0,working
50,50,arrival,3,0,0,working
51,51,arrival,1,9,0,working
52,52,departure,2,3,1,working
53,53,departure,0,4,0,working
54,54,departure,2,5,1,working
55,55,departure,1,2,1,idle
56,56,departure,4,3,1,idle
57,57,departure,1,0,0,working
58,58,arrival,1,1,1,idle
59,59,arrival,0,9,1,working
60,60,arrival,4,6,1,working
61,61,arrival,0,7,0,working
62,62,departure,0,2,1,working
63,63,arrival,3,1,1,working
64,64,departure,0,3,1,working
65,65,arrival,3,3,1,working
66,66,departure,2,3,0,idle
67,67,departure,0,1,0,idle
68,68,departure,0,9,1,idle
69,69,arrival,1,9,0,working
70,70,arrival,3,4,0,working
71,71,departure,0,0,1,working
72,72,departure,4,4,0,working
73,73,arrival,4,2,0,working
74,74,arrival,4,1,0,working
75,75,departure,3,4,0,idle
76,76,arrival,4,9,0,idle
77,77,arrival,0,6,1,idle
78,78,arrival,0,0,1,idle
79,79,departure,0,8,0,idle
80,80,arrival,1,1,0,working
81,81,arrival,0,6,1,idle
82,82,arrival,0,6,0,working
83,83,departure,2,7,1,working
84,84,arrival,3,5,1,idle
85,85,arrival,1,5,0,working
86,86,arrival,4,7,0,working
87,87,arrival,1,7,0,working
88,88,arrival,4,4,1,working
89,89,departure,4,5,0,working
90,90,arrival,1,8,1,working
91,91,arrival,1,2,1,working
92,92,departure,2,5,1,idle
93,93,departure,2,7,0,idle
94,94,arrival,1,6,1,working
95,95,departure,0,3,1,idle
96,96,departure,4,3,0,working
97,97,departure,2,6,0,working
98,98,departure,3,2,1,working
99,99,departure,4,7,1,idle
100,100,departure,1,9,0,idle
101,101,departure,0,1,1,idle
102,102,arrival,2,9,1,working
103,103,departure,3,6,0,idle
104,104,departure,2,7,1,working
105,105,departure,4,1,0,idle
106,106,departure,1,2,1,working
107,107,arrival,0,8,0,working
108,108,arrival,2,6,0,idle
109,109,departure,0,0,1,working
110,110,departure,4,7,0,idle
111,111,arrival,2,1,1,working
112,112,departure,1,8,1,idle
113,113,departure,1,9,0,idle
114,114,departure,3,9,0,idle
115,115,departure,0,4,0,working
116,116,departure,1,0,0,working
117,117,arrival,3,4,0,idle
118,118,departure,3,4,0,idle
119,119,arrival,2,4,1,working
120,120,arrival,0,0,1,working
121,121,departure,0,6,0,idle
122,122,departure,1,9,1,idle
123,123,arrival,1,1,0,working
124,124,arrival,1,8,0,idle
125,125,arrival,1,8,0,working
126,126,departure,4,9,0,working
127,127,departure,2,8,0,idle
128,128,departure,3,4,1,working
129,129,arrival,1,8,1,idle
130,130,departure,2,4,0,idle
131,131,arrival,4,0,1,working
132,132,departure,2,6,1,working
133,133,departure,4,7,1,idle
134,134,arrival,0,6,1,working
135,135,arrival,1,3,1,working
136,136,departure,2,4,0,working
137,137,departure,3,0,0,working
138,138,arrival,1,8,1,idle
139,139,departure,4,8,1,idle
140,140,departure,0,3,0,working
141,141,departure,0,7,1,idle
142,142,arrival,4,6,0,idle
143,143,departure,1,3,0,idle
144,144,departure,4,6,0,working
145,145,arrival,2,7,1,working
146,146,arrival,1,7,1,working
147,147,arrival,2,0,0,idle
148,148,arrival,0,2,1,working
149,149,departure,4,5,0,idle
150,150,arrival,4,3,1,working
151,151,departure,1,9,1,working
152,152,departure,2,5,1,idle
153,153,departure,3,8,1,idle
154,154,departure,1,1,0,working
155,155,arrival,0,4,1,idle
156,156,departure,2,1,1,working
157,157,departure,0,7,0,idle
158,158,departure,4,1,1,working
159,159,departure,1,0,0,idle
160,160,departure,3,3,1,working
161,161,arrival,3,3,1,idle
162,162,departure,3,5,0,idle
163,163,arrival,2,6,1,idle
164,164,arrival,4,8,1,working
165,165,departure,4,5,1,working
166,166,departure,4,8,0,idle
167,167,departure,1,4,0,working
168,168,arrival,0,3,1,idle
169,169,departure,1,4,0,working
170,170,departure,4,9,1,working
171,171,arrival,1,1,0,working
172,172,arrival,1,5,0,working
173,173,arrival,4,2,0,working
174,174,arrival,4,6,0,idle
175,175,departure,3,6,1,working
176,176,departure,2,5,0,working
177,177,departure,4,5,1,working
178,178,arrival,1,9,0,working
179,179,departure,1,8,0,working
180,180,departure,4,7,1,idle
181,181,arrival,3,8,1,idle
182,182,arrival,0,7,0,working
183,183,departure,0,3,1,working
184,184,departure,3,3,0,idle
185,185,departure,0,8,0,idle
186,186,departure,0,7,0,working
187,187,arrival,1,4,1,idle
188,188,arrival,4,7,1,idle
189,189,arrival,4,9,1,idle
190,190,arrival,1,6,0,idle
191,191,departure,1,1,0,idle
192,192,arrival,4,7,0,idle
193,193,arrival,4,7,1,idle
194,194,departure,4,3,1,idle
195,195,arrival,1,9,1,working
196,196,arrival,3,1,0,idle
197,197,arrival,0,1,1,idle
198,198,departure,3,0,1,working
199,199,arrival,4,3,0,idle
200,200,departure,3,6,1,working
201,201,arrival,4,0,0,idle
202,202,departure,4,3,0,idle
203,203,departure,2,3,0,idle
204,204,departure,2,5,1,idle
205,205,departure,0,4,0,idle
206,206,departure,0,9,1,idle
207,207,arrival,2,2,0,idle
208,208,departure,0,8,1,working
209,209,departure,0,8,0,idle
210,210,departure,0,5,0,idle
211,211,departure,1,5,0,idle
212,212,arrival,1,1,0,idle
213,213,arrival,2,8,0,idle
214,214,departure,0,3,0,idle
215,215,arrival,2,7,0,working
216,216,arrival,3,7,0,working
217,217,arrival,1,7,1,idle
218,218,arrival,3,2,0,working
219,219,arrival,3,2,0,working
220,220,departure,3,1,1,idle
221,221,departure,2,5,0,working
222,222,departure,2,5,1,idle
223,223,arrival,0,9,1,idle
224,224,departure,3,9,0,working
225,225,departure,3,2,0,working
226,226,arrival,4,0,0,working
227,227,arrival,3,4,1,working
228,228,departure,4,4,0,working
229,229,departure,1,6,0,idle
230,230,arrival,2,9,1,idle
231,231,arrival,3,4,1,idle
232,232,arrival,1,8,1,working
233,233,departure,2,2,0,idle
234,234,departure,3,6,0,working
235,235,departure,1,5,0,idle
236,236,departure,4,7,0,working
237,237,arrival,0,1,0,working
238,238,departure,0,0,1,idle
239,239,departure,3,3,1,idle
240,240,arrival,2,3,0,idle
241,241,arrival,1,1,1,idle
242,242,departure,0,3,1,idle
243,243,departure,0,6,1,idle
244,244,departure,3,6,0,idle
245,245,arrival,1,6,0,idle
246,246,departure,3,4,0,idle
247,247,departure,1,7,0,idle
248,248,departure,3,7,0,idle
249,249,arrival,4,2,1,working
250,250,arrival,4,8,0,idle
251,251,arrival,4,6,1,idle
252,252,departure,2,7,0,idle
253,253,departure,3,3,0,idle
254,254,arrival,4,6,1,working
255,255,arrival,4,7,1,idle
256,256,departure,1,4,0,idle
257,257,arrival,1,3,1,working
258,258,departure,4,8,1,working
259,259,arrival,0,1,1,working
260,260,arrival,2,2,1,idle
261,261,departure,4,3,0,working
262,262,arrival,1,3,1,idle
263,263,arrival,2,8,1,idle
264,264,departure,3,5,0,idle
265,265,departure,2,4,1,working
266,266,arrival,4,4,1,working
267,267,departure,2,7,0,idle
268,268,arrival,3,6,1,working
269,269,arrival,1,2,0,idle
270,270,arrival,1,8,0,working
271,271,arrival,1,0,1,idle
272,272,arrival,1,7,1,idle
273,273,arrival,3,8,1,working
274,274,arrival,2,1,0,idle
275,275,departure,1,7,1,idle
276,276,departure,4,8,0,working
277,277,departure,3,1,1,working
278,278,arrival,0,9,1,idle
279,279,arrival,3,4,0,idle
280,280,departure,0,3,1,working
281,281,arrival,2,2,1,working
282,282,departure,2,3,0,idle
283,283,departure,0,1,0,idle
284,284,arrival,4,0,1,idle
285,285,arrival,3,1,0,working
286,286,departure,3,4,1,idle
287,287,departure,0,7,0,working
288,288,departure,0,5,0,working
289,289,departure,1,6,1,working
290,290,departure,4,6,0,working
291,291,departure,0,2,0,idle
292,292,arrival,1,6,1,working
293,293,departure,1,0,1,idle
294,294,arrival,3,0,0,working
295,295,arrival,3,3,1,working
296,296,arrival,1,3,1,idle
297,297,departure,2,2,1,idle
298,298,departure,0,6,1,idle
299,299,arrival,2,0,1,idle
300,300,departure,4,0,1,working
301,301,arrival,4,8,1,idle
302,302,arrival,1,4,0,idle
303,303,departure,0,9,0,working
304,304,departure,1,8,1,working
305,305,departure,4,0,0,working
306,306,arrival,0,9,1,working
307,307,arrival,2,0,0,working
308,308,departure,2,9,1,working
309,309,arrival,0,8,0,working
310,310,departure,0,8,0,working
311,311,arrival,4,5,0,working
312,312,arrival,2,1,1,working
313,313,departure,4,4,0,working
314,314,arrival,4,3,1,working
315,315,departure,1,8,0,idle
316,316,arrival,2,0,0,working
317,317,arrival,2,6,0,idle
318,318,arrival,3,6,0,working
319,319,departure,4,4,0,working
320,320,departure,0,5,1,idle
321,321,arrival,3,7,1,idle
322,322,arrival,3,1,0,idle
323,323,departure,3,8,0,idle
324,324,arrival,4,9,1,working
325,325,arrival,0,9,0,working
326,326,arrival,0,2,0,idle
327,327,arrival,1,5,1,working
328,328,arrival,3,9,1,idle
329,329,departure,0,2,1,working
330,330,arrival,3,4,0,idle
331,331,departure,0,7,1,idle
332,332,arrival,0,3,1,idle
333,333,departure,0,3,1,working
334,334,departure,2,8,1,idle
335,335,arrival,1,9,0,idle
336,336,departure,2,1,1,idle
337,337,departure,4,0,0,working
338,338,arrival,0,1,0,idle
339,339,departure,3,5,1,idle
340,340,arrival,2,8,1,idle
341,341,departure,4,2,0,working
342,342,arrival,0,7,0,working
343,343,departure,1,5,1,working
344,344,arrival,1,3,0,idle
345,345,arrival,1,5,0,working
346,346,departure,2,3,0,working
347,347,departure,1,2,1,working
348,348,arrival,4,5,1,idle
349,349,arrival,1,6,1,idle
350,350,arrival,1,5,0,idle
351,351,departure,3,4,1,idle
352,352,arrival,4,2,0,working
353,353,departure,1,0,0,working
354,354,departure,4,2,1,working
355,355,arrival,4,5,1,idle
356,356,departure,4,8,1,idle
357,357,departure,3,3,1,idle
358,358,arrival,3,5,1,idle
359,359,departure,0,5,0,idle
360,360,arrival,4,2,0,idle
361,361,arrival,3,8,1,working
362,362,arrival,0,0,0,working
363,363,arrival,0,9,0,working
364,364,arrival,2,2,0,idle
365,365,arrival,2,7,0,idle
366,366,departure,0,2,0,idle
367,367,arrival,4,1,0,working
368,368,arrival,4,1,1,idle
369,369,arrival,1,0,0,working
370,370,arrival,3,0,0,idle
371,371,arrival,1,8,1,idle
372,372,departure,0,1,0,working
373,373,departure,0,6,1,idle
374,374,departure,2,3,1,idle
375,375,arrival,3,2,0,working
376,376,departure,0,3,0,working
377,377,arrival,2,5,1,working
378,378,departure,3,0,0,working
379,379,arrival,3,5,1,working
380,380,departure,0,2,1,working
381,381,arrival,4,9,0,working
382,382,departure,3,0,1,idle
383,383,departure,2,8,1,working
384,384,departure,4,7,0,idle
385,385,departure,1,3,0,idle
386,386,arrival,1,0,1,working
387,387,departure,2,4,0,working
388,388,departure,2,5,1,idle
389,389,departure,2,3,1,idle
390,390,departure,0,2,1,idle
391,391,arrival,1,5,0,working
392,392,departure,1,3,1,idle
393,393,departure,1,2,0,idle
394,394,departure,3,0,0,idle
395,395,departure,4,7,1,working
396,396,departure,3,4,1,idle
397,397,departure,3,6,0,idle
398,398,departure,4,4,0,idle
399,399,departure,2,2,0,working
400,400,arrival,2,7,1,idle
401,401,departure,4,0,1,idle
402,402,arrival,3,4,1,idle
403,403,arrival,3,3,0,working
404,404,departure,3,4,0,idle
405,405,arrival,4,6,0,working
406,406,arrival,3,2,0,working
407,407,arrival,1,0,0,working
408,408,departure,4,6,1,idle
409,409,departure,3,6,0,idle
410,410,arrival,1,2,0,idle
411,411,departure,4,0,1,working
412,412,departure,2,2,0,idle
413,413,departure,2,9,0,working
414,414,arrival,0,5,0,idle
415,415,departure,0,8,1,working
416,416,departure,0,1,1,working
417,417,arrival,4,1,0,working
418,418,departure,3,1,1,idle
419,419,arrival,2,8,1,idle
420,420,arrival,1,2,1,working
421,421,departure,2,8,0,idle
422,422,departure,4,0,0,idle
423,423,arrival,4,4,0,working
424,424,departure,3,3,0,idle
425,425,departure,3,7,1,working
426,426,arrival,0,7,1,working
427,427,arrival,3,8,1,idle
428,428,departure,4,5,0,idle
429,429,departure,2,1,1,working
430,430,departure,1,2,1,idle
431,431,arrival,3,3,1,working
432,432,arrival,2,6,0,working
433,433,departure,2,5,0,idle
434,434,arrival,4,0,1,idle
435,435,arrival,2,9,0,working
436,436,departure,4,9,1,idle
437,437,arrival,2,4,1,working
438,438,arrival,0,1,1,idle
439,439,arrival,4,5,0,idle
440,440,departure,1,2,1,idle
441,441,departure,1,8,0,idle
442,442,arrival,1,2,1,working
443,443,departure,4,9,1,working
444,444,departure,3,0,0,working
