time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,arrival,2,4,0,idle
2,2,departure,2,6,1,idle
3,3,departure,1,4,1,idle
4,4,arrival,1,7,0,working
5,5,arrival,2,8,0,working
6,6,departure,1,6,1,working
7,7,departure,2,0,1,working
8,8,arrival,3,9,0,working
9,9,arrival,4,7,0,idle
10,10,arrival,0,2,1,idle
11,11,departure,3,0,1,idle
12,12,departure,3,7,0,working
13,13,departure,1,0,1,working
14,14,departure,1,1,0,working
15,15,departure,2,3,0,idle
16,16,arrival,1,1,1,idle
17,17,departure,0,6,1,idle
18,18,departure,2,4,0,idle
19,19,arrival,2,2,0,idle
20,20,arrival,2,7,1,working
21,21,arrival,0,4,1,working
22,22,departure,1,6,0,idle
23,23,arrival,4,9,1,idle
24,24,arrival,4,0,1,working
25,25,arrival,0,0,0,working
26,26,arrival,3,9,1,idle
27,27,departure,0,0,1,idle
28,28,departure,2,4,1,idle
29,29,arrival,1,8,0,working
30,30,departure,3,6,0,idle
31,31,departure,1,2,1,working
32,32,arrival,0,7,0,working
33,33,departure,3,2,0,idle
34,34,departure,2,6,0,working
35,35,arrival,2,7,1,idle
36,36,arrival,1,3,0,idle
37,37,departure,0,9,1,working
38,38,departure,3,2,1,working
39,39,departure,3,1,1,idle
40,40,departure,0,4,0,idle
41,41,arrival,3,9,1,idle
42,42,departure,4,8,0,working
43,43,arrival,1,2,1,working
44,44,arrival,4,5,0,working
45,45,arrival,4,5,1,idle
46,46,departure,4,3,1,working
47,47,arrival,0,8,0,working
48,48,departure,3,5,1,working
49,49,departure,4,7,0,working
50,50,departure,4,9,1,idle
51,51,arrival,1,1,0,idle
52,52,arrival,2,2,1,idle
53,53,departure,3,6,1,idle
54,54,departure,1,7,1,idle
55,55,departure,2,4,0,working
56,56,arrival,4,1,1,working
57,57,arrival,3,3,0,working
58,58,arrival,4,7,0,working
59,59,departure,1,0,0,working
60,60,arrival,4,2,1,working
61,61,departure,3,6,1,idle
62,62,arrival,1,9,1,idle
63,63,arrival,2,4,1,working
64,64,arrival,3,3,0,working
65,65,departure,4,1,1,working
66,66,arrival,1,9,0,idle
67,67,departure,1,8,1,idle
68,68,departure,2,8,1,idle
69,69,departure,0,5,0,idle
70,70,departure,1,5,0,idle
71,71,arrival,3,9,0,working
72,72,departure,1,7,1,idle
73,73,arrival,0,4,0,working
74,74,departure,1,8,1,working
75,75,departure,0,6,1,idle
76,76,departure,1,4,1,working
77,77,arrival,3,7,0,idle
78,78,arrival,4,7,1,working
79,79,arrival,3,1,0,working
80,80,departure,0,9,0,working
81,81,departure,0,2,0,idle
82,82,arrival,4,2,0,working
83,83,departure,4,2,1,idle
84,84,arrival,0,0,1,idle
85,85,departure,2,3,0,idle
86,86,arrival,0,7,1,idle
87,87,arrival,0,4,1,working
88,88,arrival,3,1,0,idle
89,89,departure,2,4,1,working
90,90,departure,3,2,1,working
91,91,departure,0,5,1,working
92,92,departure,2,0,1,working
93,93,departure,2,1,1,idle
94,94,departure,4,3,1,working
95,95,departure,0,1,1,working
96,96,arrival,3,0,1,working
97,97,departure,3,8,0,idle
98,98,departure,4,0,0,idle
99,99,arrival,1,8,1,idle
100,100,arrival,0,0,0,working
101,101,departure,2,8,1,working
102,102,arrival,1,5,0,working
103,103,arrival,1,2,1,working
104,104,departure,1,5,0,idle
105,105,departure,2,1,1,working
106,106,departure,3,2,1,working
107,107,departure,1,5,0,working
108,108,arrival,3,1,0,working
109,109,arrival,3,8,1,idle
110,110,departure,0,4,0,working
111,111,departure,3,3,1,working
112,112,arrival,4,0,0,working
113,113,arrival,0,6,0,working
114,114,arrival,1,0,1,working
115,115,departure,0,4,0,working
116,116,departure,0,8,1,working
117,117,arrival,2,3,1,idle
118,118,departure,4,5,0,idle
119,119,arrival,3,5,0,working
120,120,departure,2,3,0,idle
121,121,departure,4,3,0,working
122,122,arrival,0,1,0,working
123,123,departure,4,4,0,idle
124,124,arrival,4,8,1,idle
125,125,arrival,0,3,1,idle
