time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,4,9,1,idle
2,2,departure,1,9,1,idle
3,3,departure,4,4,1,working
4,4,arrival,2,5,0,working
5,5,arrival,3,3,0,idle
6,6,departure,2,2,1,idle
7,7,arrival,1,3,0,working
8,8,departure,3,6,0,idle
9,9,arrival,2,9,0,working
10,10,departure,0,0,1,working
11,11,arrival,3,7,1,idle
12,12,departure,1,6,0,working
13,13,arrival,1,3,0,working
14,14,arrival,2,5,1,working
15,15,departure,0,0,0,working
16,16,departure,4,9,1,idle
17,17,arrival,4,9,1,idle
18,18,departure,1,0,1,idle
19,19,departure,3,4,0,idle
20,20,arrival,0,1,1,idle
21,21,arrival,4,3,1,working
22,22,arrival,4,9,1,working
23,23,departure,0,5,1,working
24,24,departure,4,2,0,idle
25,25,arrival,3,7,0,working
26,26,departure,0,4,0,idle
27,27,arrival,1,4,0,working
28,28,departure,0,6,0,working
29,29,departure,2,1,0,idle
30,30,departure,1,5,0,idle
31,31,arrival,4,1,1,idle
32,32,departure,3,2,0,idle
33,33,arrival,4,9,0,idle
34,34,departure,1,5,0,idle
35,35,departure,0,6,1,idle
36,36,departure,1,4,0,working
37,37,arrival,0,3,0,working
38,38,departure,0,8,0,working
39,39,departure,1,2,0,idle
40,40,arrival,0,4,1,idle
41,41,arrival,2,3,1,idle
42,42,arrival,3,2,0,working
43,43,arrival,3,5,0,working
44,44,arrival,2,3,1,working
45,45,departure,3,6,0,idle
46,46,departure,4,6,0,idle
47,47,arrival,4,1,1,working
48,48,departure,0,9,1,idle
49,49,arrival,0,5,0,idle
50,50,departure,0,8,1,working
51,51,arrival,3,5,1,working
52,52,departure,2,4,0,working
53,53,arrival,2,2,0,idle
54,54,departure,2,5,0,working
55,55,arrival,4,5,0,idle
56,56,departure,4,9,0,working
57,57,departure,3,6,1,working
58,58,arrival,4,5,1,idle
59,59,departure,4,5,1,working
60,60,departure,0,8,1,working
61,61,departure,4,8,1,working
62,62,departure,2,5,0,idle
63,63,arrival,1,7,0,idle
64,64,departure,4,1,1,idle
65,65,arrival,3,4,0,idle
66,66,departure,3,7,1,working
67,67,departure,0,4,1,working
68,68,arrival,2,3,0,idle
69,69,arrival,1,8,1,working
70,70,arrival,3,1,0,working
71,71,departure,2,7,0,idle
72,72,arrival,2,0,0,working
73,73,departure,2,9,1,working
74,74,arrival,1,8,0,working
75,75,arrival,2,3,0,idle
76,76,arrival,2,8,1,idle
77,77,arrival,4,3,1,working
78,78,departure,4,9,0,working
79,79,departure,1,4,1,working
80,80,arrival,1,4,0,idle
81,81,arrival,1,9,1,working
82,82,arrival,1,4,1,idle
83,83,departure,0,2,0,working
84,84,departure,4,9,1,working
85,85,departure,0,9,0,working
86,86,departure,0,2,0,idle
87,87,departure,4,5,0,idle
88,88,departure,0,0,0,idle
89,89,departure,2,0,1,working
90,90,arrival,3,3,1,working
91,91,departure,0,6,1,idle
92,92,arrival,4,8,0,working
93,93,departure,1,6,0,working
94,94,departure,1,1,1,working
95,95,departure,4,7,0,idle
96,96,arrival,0,5,0,working
97,97,departure,1,9,1,idle
98,98,departure,4,1,0,working
99,99,departure,4,7,0,working
100,100,arrival,1,4,0,idle
101,101,departure,4,1,1,working
102,102,departure,3,0,0,working
103,103,departure,2,9,0,idle
104,104,departure,3,9,1,working
105,105,departure,1,1,0,working
106,106,departure,1,2,0,idle
107,107,arrival,1,7,0,idle
108,108,departure,2,9,1,working
109,109,departure,1,6,1,working
110,110,arrival,0,1,0,idle
111,111,departure,2,4,1,idle
112,112,arrival,3,1,1,working
113,113,departure,4,5,0,working
114,114,departure,2,2,0,working
115,115,arrival,4,1,0,working
116,116,arrival,0,7,0,idle
117,117,arrival,4,1,1,working
118,118,departure,4,5,0,idle
119,119,arrival,3,0,0,working
120,120,arrival,4,8,0,idle
121,121,arrival,1,7,0,working
122,122,arrival,1,5,0,working
123,123,departure,0,4,0,working
124,124,departure,0,7,1,working
125,125,arrival,2,2,0,idle
126,126,arrival,0,2,1,working
127,127,arrival,2,5,1,working
128,128,arrival,1,3,1,idle
129,129,departure,3,4,0,working
130,130,arrival,4,8,0,idle
131,131,arrival,1,8,0,idle
132,132,arrival,4,4,0,working
133,133,departure,4,4,0,working
134,134,departure,2,9,1,working
135,135,arrival,0,6,1,idle
136,136,arrival,1,3,1,idle
137,137,arrival,3,9,0,idle
138,138,arrival,2,6,0,idle
139,139,arrival,3,4,1,idle
140,140,departure,2,9,0,idle
141,141,departure,4,0,1,working
142,142,departure,3,1,1,working
143,143,departure,0,5,0,idle
144,144,departure,2,3,1,idle
145,145,departure,0,5,0,idle
146,146,departure,4,0,1,idle
147,147,arrival,4,7,1,working
148,148,arrival,4,2,1,working
149,149,departure,2,4,0,working
150,150,departure,2,0,1,idle
151,151,arrival,0,7,1,idle
152,152,arrival,3,9,0,working
153,153,arrival,2,5,0,working
154,154,arrival,2,8,1,working
155,155,arrival,4,5,0,working
156,156,arrival,0,7,1,working
157,157,arrival,3,2,1,working
158,158,departure,2,8,1,idle
159,159,arrival,0,7,1,idle
160,160,arrival,4,5,0,working
161,161,arrival,0,9,0,idle
162,162,departure,2,6,1,idle
163,163,arrival,2,4,1,idle
164,164,departure,1,0,0,idle
165,165,departure,0,9,1,idle
166,166,departure,1,0,0,working
167,167,departure,1,9,1,idle
168,168,departure,4,9,1,working
169,169,departure,4,7,0,idle
170,170,arrival,4,0,0,working
171,171,departure,4,0,0,working
172,172,departure,4,5,0,working
173,173,departure,1,7,0,working
174,174,arrival,2,1,1,working
175,175,arrival,1,9,1,idle
176,176,departure,3,5,0,working
177,177,arrival,3,2,0,working
178,178,arrival,0,6,1,idle
179,179,arrival,0,5,0,working
180,180,departure,4,9,0,working
181,181,arrival,3,8,1,idle
182,182,departure,4,7,1,working
183,183,arrival,1,4,0,idle
184,184,departure,2,3,0,idle
185,185,departure,0,2,1,working
186,186,arrival,4,8,1,working
187,187,arrival,0,9,0,idle
188,188,departure,3,3,1,working
189,189,departure,0,7,0,idle
190,190,departure,1,0,1,working
191,191,arrival,0,3,1,working
192,192,arrival,3,4,0,working
193,193,arrival,2,1,0,working
194,194,arrival,3,0,1,working
195,195,arrival,3,5,1,working
196,196,arrival,1,5,0,idle
197,197,arrival,4,0,1,idle
198,198,departure,0,6,0,idle
199,199,arrival,4,3,1,working
200,200,departure,4,1,1,working
201,201,departure,1,2,0,working
202,202,departure,2,0,0,working
203,203,departure,0,5,0,idle
