time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,arrival,0,9,0,idle
2,2,departure,0,5,1,idle
3,3,departure,4,8,1,working
4,4,departure,4,2,1,working
5,5,arrival,1,4,0,working
6,6,arrival,3,2,1,working
7,7,departure,3,4,0,idle
8,8,arrival,3,0,0,working
9,9,arrival,3,6,1,working
10,10,departure,0,2,0,idle
11,11,departure,0,2,0,idle
12,12,departure,3,8,1,working
13,13,departure,2,8,1,working
14,14,departure,4,0,1,working
15,15,departure,1,4,1,working
16,16,arrival,0,3,0,idle
17,17,arrival,1,1,1,idle
18,18,departure,2,0,0,idle
19,19,arrival,3,1,0,working
20,20,departure,4,0,0,idle
21,21,departure,2,8,0,idle
22,22,departure,2,3,0,working
23,23,departure,4,7,1,working
24,24,arrival,0,1,0,idle
25,25,departure,1,3,0,idle
26,26,departure,4,5,1,working
27,27,departure,1,0,1,working
28,28,departure,4,8,0,idle
29,29,arrival,4,2,1,working
30,30,departure,4,4,0,working
31,31,departure,4,6,0,working
32,32,arrival,1,9,1,idle
33,33,departure,2,1,0,idle
34,34,departure,1,0,1,idle
35,35,arrival,0,2,0,idle
36,36,arrival,3,9,1,idle
37,37,arrival,4,0,0,working
38,38,arrival,1,7,1,idle
39,39,arrival,1,3,0,working
40,40,departure,0,5,0,idle
41,41,arrival,1,1,0,idle
42,42,departure,4,3,0,idle
43,43,departure,2,1,1,working
44,44,departure,4,7,1,working
45,45,arrival,0,5,0,idle
46,46,departure,1,9,0,idle
47,47,departure,3,8,1,working
48,48,arrival,2,0,0,idle
49,49,departure,4,2,1,idle
50,50,departure,0,5,1,working
51,51,departure,4,3,1,idle
52,52,arrival,4,7,0,working
53,53,departure,1,0,1,working
54,54,departure,1,3,1,working
55,55,departure,3,7,1,idle
56,56,departure,3,6,1,idle
57,57,arrival,0,0,1,idle
58,58,departure,3,7,1,idle
59,59,departure,1,9,0,working
60,60,arrival,1,6,0,working
61,61,departure,4,9,0,idle
62,62,arrival,0,3,0,idle
63,63,departure,3,5,1,idle
64,64,departure,3,2,0,working
65,65,departure,0,0,0,working
66,66,arrival,0,5,1,working
67,67,departure,0,0,1,idle
68,68,departure,2,5,0,working
69,69,arrival,1,5,0,idle
70,70,departure,1,7,0,working
71,71,arrival,1,9,0,idle
72,72,departure,1,3,0,idle
73,73,departure,4,2,0,working
74,74,departure,3,8,0,idle
75,75,departure,3,4,0,idle
76,76,departure,0,7,0,idle
77,77,departure,3,6,0,working
78,78,arrival,3,5,0,idle
79,79,arrival,3,7,1,idle
80,80,arrival,2,7,0,idle
81,81,departure,0,2,1,idle
82,82,arrival,0,9,1,working
83,83,departure,1,2,0,working
84,84,departure,3,1,1,idle
85,85,arrival,2,6,1,idle
86,86,departure,3,5,0,working
87,87,arrival,4,5,0,idle
88,88,departure,0,0,1,idle
89,89,departure,2,7,1,working
90,90,arrival,2,0,0,idle
91,91,arrival,0,3,0,working
92,92,departure,4,1,0,working
93,93,departure,3,3,0,idle
94,94,departure,0,1,1,idle
95,95,departure,0,3,1,idle
96,96,arrival,2,2,1,idle
97,97,arrival,2,8,1,idle
98,98,departure,1,5,1,working
99,99,arrival,1,1,0,working
100,100,departure,2,5,0,working
101,101,departure,4,0,1,idle
102,102,departure,2,4,1,working
103,103,arrival,1,7,0,idle
104,104,departure,1,4,1,idle
105,105,departure,2,8,1,working
106,106,departure,4,6,0,working
107,107,departure,3,4,0,working
108,108,departure,0,2,1,idle
109,109,arrival,4,1,1,working
110,110,departure,1,5,1,idle
111,111,departure,4,4,1,working
112,112,departure,0,7,0,working
113,113,departure,1,5,1,working
114,114,departure,0,3,1,idle
115,115,departure,3,7,0,working
116,116,departure,0,4,0,idle
117,117,arrival,0,0,1,working
118,118,arrival,2,3,1,working
119,119,departure,0,0,0,working
120,120,arrival,3,2,0,idle
121,121,arrival,4,7,1,working
122,122,arrival,0,1,1,working
123,123,arrival,1,4,0,idle
124,124,arrival,1,1,1,idle
125,125,departure,2,4,1,idle
126,126,departure,2,1,0,idle
127,127,departure,0,4,0,working
128,128,arrival,3,1,1,idle
129,129,departure,2,1,0,working
130,130,departure,1,7,0,working
131,131,arrival,2,2,1,idle
132,132,arrival,2,0,0,working
133,133,departure,3,0,1,idle
134,134,arrival,4,7,0,working
135,135,arrival,0,0,0,idle
136,136,arrival,0,6,1,working
137,137,arrival,2,5,1,working
138,138,arrival,4,2,1,idle
139,139,arrival,2,4,0,idle
140,140,arrival,0,0,0,idle
141,141,departure,2,4,1,working
142,142,arrival,0,2,1,working
143,143,departure,2,0,1,idle
144,144,arrival,4,7,1,working
145,145,arrival,1,7,0,idle
146,146,arrival,0,3,0,idle
147,147,departure,2,0,1,idle
148,148,departure,2,6,1,working
149,149,arrival,2,2,1,idle
150,150,arrival,2,8,0,working
151,151,arrival,3,1,0,working
152,152,departure,3,9,1,working
153,153,arrival,1,3,1,working
154,154,departure,3,5,0,working
155,155,arrival,1,8,0,working
156,156,arrival,4,7,1,working
157,157,arrival,1,5,0,idle
158,158,arrival,1,0,0,working
159,159,departure,1,2,1,idle
160,160,arrival,1,7,0,idle
161,161,departure,1,4,0,idle
162,162,departure,0,7,0,working
163,163,arrival,0,9,1,idle
164,164,arrival,2,2,0,working
165,165,arrival,0,3,1,working
166,166,departure,1,7,1,working
167,167,departure,1,1,1,working
168,168,arrival,4,1,1,working
169,169,arrival,0,5,0,idle
170,170,departure,4,5,1,working
171,171,departure,0,5,1,idle
172,172,arrival,0,3,1,working
173,173,departure,0,5,1,idle
174,174,arrival,1,7,1,working
175,175,arrival,3,2,0,idle
176,176,departure,4,9,1,working
177,177,arrival,0,3,0,working
178,178,arrival,0,6,1,idle
179,179,departure,1,3,0,working
180,180,departure,0,0,1,idle
181,181,arrival,0,6,1,idle
182,182,departure,2,8,1,working
183,183,departure,0,3,0,working
184,184,arrival,2,4,1,idle
185,185,arrival,0,3,0,idle
186,186,departure,2,8,1,idle
187,187,arrival,4,2,1,idle
188,188,arrival,2,4,0,idle
189,189,departure,1,7,0,idle
190,190,departure,2,9,0,idle
191,191,arrival,4,2,1,idle
192,192,arrival,2,4,1,working
193,193,arrival,1,4,0,working
