time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,3,6,0,idle
2,2,departure,3,5,0,working
3,3,departure,0,0,0,working
4,4,arrival,0,8,1,idle
5,5,arrival,2,0,1,idle
6,6,arrival,2,3,0,idle
7,7,arrival,0,5,0,idle
8,8,departure,0,6,1,working
9,9,arrival,4,4,1,working
10,10,departure,0,3,0,idle
11,11,arrival,3,0,0,working
12,12,departure,0,5,1,working
13,13,departure,4,0,0,working
14,14,departure,3,7,0,idle
15,15,arrival,1,3,1,working
16,16,departure,3,9,0,idle
17,17,arrival,2,6,0,idle
18,18,departure,0,4,0,idle
19,19,departure,2,8,1,working
20,20,departure,0,4,1,working
21,21,departure,3,0,1,working
22,22,arrival,0,7,0,idle
23,23,departure,1,5,1,working
24,24,arrival,2,8,0,working
25,25,arrival,2,2,1,idle
26,26,arrival,1,2,1,working
27,27,arrival,2,8,0,working
28,28,arrival,0,6,1,working
29,29,arrival,3,7,1,working
30,30,arrival,0,7,1,working
31,31,arrival,1,4,1,idle
32,32,departure,4,9,0,idle
33,33,departure,1,9,1,idle
34,34,departure,0,9,0,working
35,35,arrival,0,2,0,working
36,36,departure,4,8,1,idle
37,37,departure,4,4,1,working
38,38,arrival,0,2,0,working
39,39,departure,0,7,0,idle
40,40,arrival,3,3,0,idle
41,41,arrival,0,1,0,idle
42,42,departure,3,9,1,idle
43,43,arrival,0,9,0,idle
44,44,departure,4,4,0,working
45,45,arrival,0,7,0,working
46,46,departure,4,0,1,idle
47,47,arrival,2,5,1,working
48,48,departure,0,1,0,working
49,49,arrival,2,4,0,idle
50,50,arrival,3,3,0,idle
51,51,arrival,4,0,0,working
52,52,arrival,3,0,1,idle
53,53,arrival,0,1,0,working
54,54,departure,1,5,0,idle
55,55,arrival,4,9,0,working
56,56,arrival,3,4,0,idle
57,57,departure,1,0,1,idle
58,58,arrival,4,7,0,working
59,59,departure,0,9,0,idle
60,60,arrival,1,1,1,idle
61,61,departure,0,4,1,working
62,62,departure,3,4,0,working
63,63,arrival,4,0,1,idle
64,64,departure,1,9,0,idle
65,65,arrival,4,7,0,working
66,66,departure,2,5,1,working
67,67,departure,2,0,1,working
68,68,departure,4,2,0,idle
69,69,departure,0,7,1,idle
70,70,departure,3,6,0,idle
71,71,departure,0,1,1,idle
72,72,departure,4,3,1,idle
73,73,arrival,1,2,0,idle
74,74,arrival,4,8,0,idle
75,75,departure,3,1,0,working
76,76,departure,4,1,1,working
77,77,departure,4,8,0,idle
78,78,arrival,3,1,0,idle
79,79,arrival,1,6,1,idle
80,80,arrival,3,9,0,idle
81,81,arrival,0,2,1,working
82,82,arrival,2,2,0,working
83,83,departure,0,5,0,idle
84,84,departure,3,3,0,working
85,85,arrival,3,3,1,working
86,86,arrival,4,1,0,idle
87,87,arrival,1,6,1,idle
88,88,arrival,1,9,1,working
89,89,arrival,0,4,0,working
90,90,departure,4,3,1,idle
91,91,arrival,3,1,1,working
92,92,arrival,1,7,0,idle
93,93,departure,4,4,1,idle
94,94,arrival,3,0,0,idle
95,95,departure,3,9,1,working
96,96,arrival,1,6,1,idle
97,97,departure,1,7,0,working
98,98,departure,4,7,1,working
99,99,arrival,2,0,1,idle
100,100,arrival,1,8,1,working
101,101,arrival,4,6,0,idle
102,102,arrival,3,1,1,working
103,103,arrival,4,7,0,idle
104,104,departure,1,8,0,working
105,105,departure,0,6,0,working
106,106,departure,0,3,0,working
107,107,departure,3,7,1,working
108,108,arrival,2,0,0,idle
109,109,arrival,0,4,0,working
110,110,departure,2,5,0,working
111,111,departure,1,6,0,idle
112,112,arrival,1,9,1,idle
113,113,departure,3,4,0,idle
114,114,departure,3,1,0,working
115,115,arrival,4,3,1,working
116,116,arrival,3,5,0,idle
117,117,arrival,0,0,1,working
118,118,arrival,3,4,0,idle
119,119,arrival,3,3,1,working
120,120,arrival,1,2,0,idle
121,121,departure,2,7,1,idle
122,122,arrival,3,4,0,idle
123,123,arrival,1,4,0,working
124,124,departure,0,3,0,idle
125,125,arrival,2,7,1,idle
126,126,arrival,1,0,1,idle
127,127,departure,2,9,1,idle
128,128,departure,2,9,1,working
129,129,arrival,0,9,1,working
130,130,departure,0,6,1,working
131,131,departure,1,8,0,idle
132,132,departure,4,4,0,idle
133,133,arrival,4,0,1,idle
134,134,arrival,2,2,0,working
135,135,departure,1,6,1,idle
136,136,arrival,0,3,0,working
137,137,arrival,1,9,0,working
138,138,departure,3,7,0,idle
139,139,arrival,3,1,0,idle
140,140,arrival,2,3,0,idle
141,141,arrival,3,9,0,working
142,142,arrival,2,3,0,idle
143,143,departure,4,5,1,idle
144,144,arrival,1,4,1,working
145,145,arrival,1,0,1,working
146,146,arrival,0,2,0,idle
147,147,arrival,0,4,0,idle
148,148,departure,0,4,0,working
149,149,arrival,0,9,1,working
150,150,departure,1,8,1,idle
151,151,arrival,4,3,0,idle
152,152,arrival,0,8,1,working
153,153,arrival,0,6,1,idle
154,154,departure,1,9,0,working
155,155,arrival,2,4,1,idle
156,156,arrival,2,1,0,working
157,157,departure,2,8,0,idle
158,158,arrival,2,0,0,idle
159,159,departure,0,1,1,working
160,160,departure,3,6,1,working
161,161,arrival,1,6,0,working
162,162,departure,2,4,1,idle
163,163,departure,1,1,1,idle
164,164,arrival,0,1,0,working
165,165,departure,0,7,0,idle
166,166,arrival,0,9,1,working
167,167,departure,4,7,0,working
168,168,arrival,1,0,0,idle
169,169,departure,1,8,0,working
170,170,departure,0,0,1,idle
171,171,departure,3,3,1,working
172,172,arrival,1,3,0,idle
173,173,departure,0,3,1,working
174,174,departure,4,6,0,idle
175,175,arrival,1,0,1,idle
176,176,departure,1,6,0,working
177,177,departure,4,4,1,working
178,178,arrival,2,6,1,working
179,179,arrival,2,5,1,idle
180,180,departure,3,1,1,idle
181,181,arrival,2,4,0,idle
182,182,arrival,2,2,1,working
183,183,departure,0,8,0,working
184,184,arrival,3,8,0,idle
185,185,departure,0,4,0,idle
186,186,departure,4,9,0,working
187,187,departure,4,4,1,idle
188,188,arrival,0,0,0,working
189,189,arrival,0,9,0,working
190,190,departure,2,0,0,working
191,191,arrival,4,8,0,working
192,192,arrival,2,2,0,idle
193,193,departure,4,2,1,working
194,194,departure,4,6,0,idle
195,195,departure,4,3,0,working
196,196,arrival,1,3,1,working
197,197,arrival,0,0,1,working
198,198,arrival,2,3,0,idle
199,199,departure,1,0,0,idle
200,200,departure,2,1,0,idle
201,201,arrival,2,6,1,working
202,202,departure,2,7,0,working
203,203,departure,0,5,0,idle
204,204,arrival,4,1,1,working
205,205,departure,2,9,1,idle
206,206,arrival,2,4,0,working
207,207,departure,4,0,1,working
208,208,arrival,1,4,1,working
209,209,arrival,0,6,0,idle
210,210,arrival,0,9,1,working
211,211,departure,2,9,1,working
212,212,arrival,1,1,0,working
213,213,departure,4,1,0,idle
214,214,arrival,1,4,1,idle
215,215,arrival,4,4,0,idle
216,216,arrival,0,7,0,working
217,217,departure,1,9,0,working
218,218,departure,4,0,1,idle
219,219,arrival,4,2,0,working
220,220,departure,4,1,0,idle
221,221,arrival,1,4,1,working
222,222,arrival,1,4,0,idle
223,223,arrival,2,7,1,idle
224,224,arrival,4,1,1,idle
225,225,arrival,1,5,1,working
226,226,arrival,4,4,1,idle
227,227,departure,1,2,0,idle
228,228,arrival,0,3,1,idle
229,229,departure,0,4,1,working
230,230,arrival,0,9,0,working
231,231,departure,4,5,0,idle
232,232,departure,4,7,1,working
233,233,arrival,0,1,1,working
234,234,arrival,3,1,1,working
235,235,departure,1,0,0,idle
236,236,departure,3,1,0,idle
237,237,departure,2,9,0,idle
238,238,departure,1,9,1,idle
239,239,arrival,4,8,1,working
240,240,departure,3,5,0,working
241,241,departure,1,4,0,idle
242,242,departure,1,8,1,idle
243,243,departure,0,7,0,working
244,244,departure,4,8,0,working
245,245,arrival,2,5,1,idle
246,246,arrival,3,4,0,working
247,247,departure,1,8,1,working
248,248,arrival,3,1,1,idle
249,249,departure,4,0,0,idle
250,250,departure,2,4,0,idle
251,251,departure,3,7,0,idle
252,252,departure,0,7,0,idle
253,253,departure,2,0,0,idle
254,254,arrival,4,4,1,idle
255,255,arrival,2,5,1,working
256,256,arrival,3,0,1,idle
257,257,arrival,2,9,0,idle
258,258,departure,2,0,0,idle
259,259,arrival,2,8,1,working
260,260,arrival,0,2,1,working
261,261,arrival,0,2,1,idle
262,262,arrival,2,6,0,idle
263,263,departure,3,9,1,idle
264,264,departure,2,6,0,idle
265,265,arrival,0,2,0,idle
266,266,departure,4,5,0,working
267,267,departure,4,5,0,working
268,268,arrival,0,0,1,idle
269,269,arrival,4,4,1,working
270,270,departure,0,4,1,working
271,271,arrival,0,5,0,working
272,272,arrival,3,9,1,working
273,273,arrival,3,0,1,idle
274,274,arrival,4,2,0,idle
275,275,departure,3,4,0,idle
276,276,arrival,4,3,0,working
277,277,departure,0,6,0,working
278,278,arrival,1,6,1,idle
279,279,departure,4,9,0,idle
280,280,departure,4,9,0,working
281,281,departure,4,4,0,idle
282,282,arrival,2,0,1,working
283,283,arrival,0,1,1,idle
284,284,arrival,2,4,1,working
285,285,departure,2,8,0,working
286,286,departure,3,9,1,working
287,287,arrival,3,3,0,working
288,288,departure,2,0,0,working
289,289,arrival,2,7,0,working
290,290,arrival,3,2,0,working
291,291,departure,0,5,0,idle
292,292,departure,2,1,0,working
293,293,departure,1,4,0,working
294,294,arrival,4,0,0,working
295,295,arrival,1,3,1,idle
296,296,departure,3,9,1,idle
297,297,arrival,2,4,1,working
298,298,departure,4,7,0,idle
299,299,arrival,0,8,1,idle
300,300,departure,3,5,1,working
301,301,departure,4,9,1,idle
302,302,departure,0,8,1,idle
303,303,arrival,4,3,0,working
304,304,departure,1,4,0,working
305,305,departure,2,1,0,working
306,306,arrival,4,3,1,idle
307,307,arrival,1,9,1,working
308,308,arrival,2,2,0,idle
309,309,departure,4,1,0,working
310,310,departure,2,5,0,working
311,311,departure,2,4,0,working
312,312,arrival,1,4,1,idle
313,313,arrival,0,6,0,idle
314,314,arrival,4,7,0,working
315,315,arrival,4,2,1,idle
316,316,departure,0,9,0,working
317,317,arrival,4,7,1,idle
318,318,arrival,4,4,1,working
319,319,departure,2,4,1,idle
320,320,arrival,1,1,1,working
321,321,arrival,0,7,0,working
322,322,arrival,0,3,0,working
323,323,arrival,3,5,1,working
324,324,departure,4,8,0,working
325,325,departure,4,1,1,working
326,326,arrival,1,8,0,working
327,327,departure,0,5,1,idle
328,328,arrival,1,4,0,idle
329,329,arrival,3,1,1,idle
330,330,departure,0,1,0,idle
331,331,departure,1,8,0,idle
332,332,departure,4,3,1,working
333,333,departure,0,1,0,idle
334,334,arrival,1,9,1,idle
335,335,departure,4,3,1,working
336,336,arrival,3,0,0,working
337,337,departure,1,7,1,working
338,338,arrival,3,8,1,idle
339,339,arrival,1,5,0,working
340,340,departure,3,5,0,working
341,341,departure,0,1,1,working
342,342,departure,0,8,0,idle
343,343,arrival,0,2,1,working
344,344,departure,1,6,1,idle
345,345,departure,1,8,1,idle
346,346,departure,3,1,1,working
347,347,departure,1,0,1,working
348,348,departure,1,8,0,working
349,349,arrival,3,1,0,working
350,350,departure,1,4,0,idle
351,351,departure,0,4,0,idle
352,352,departure,3,7,1,working
353,353,departure,4,7,0,working
354,354,arrival,3,6,0,idle
355,355,departure,1,6,1,working
356,356,arrival,0,4,1,idle
357,357,arrival,1,7,1,working
358,358,departure,2,7,0,working
359,359,arrival,2,7,1,working
360,360,arrival,0,8,1,working
361,361,departure,4,8,1,idle
362,362,arrival,3,0,0,working
363,363,departure,0,8,0,working
364,364,arrival,3,9,0,idle
365,365,arrival,2,7,1,idle
366,366,arrival,2,2,0,idle
367,367,departure,1,8,0,idle
368,368,departure,3,5,0,working
369,369,departure,4,5,1,idle
370,370,departure,0,0,0,working
371,371,departure,0,9,1,idle
372,372,arrival,3,6,1,working
373,373,arrival,2,4,0,working
374,374,departure,1,4,1,working
375,375,departure,4,0,1,idle
376,376,departure,1,0,0,idle
377,377,arrival,2,0,1,idle
378,378,arrival,3,8,1,working
379,379,arrival,1,8,1,working
380,380,departure,4,2,0,working
381,381,departure,1,9,1,idle
382,382,departure,2,4,0,idle
383,383,departure,4,9,1,idle
384,384,arrival,0,2,0,idle
385,385,departure,2,0,1,idle
386,386,arrival,2,7,1,idle
387,387,departure,0,0,0,working
388,388,departure,2,4,1,idle
389,389,departure,3,1,1,idle
390,390,departure,3,2,1,working
391,391,arrival,0,2,1,idle
392,392,arrival,3,2,1,working
393,393,departure,1,5,1,idle
394,394,arrival,0,6,0,idle
395,395,departure,4,9,1,working
396,396,arrival,1,0,0,working
397,397,departure,3,5,1,idle
398,398,departure,4,7,1,working
399,399,arrival,4,0,0,idle
400,400,departure,0,7,0,idle
401,401,departure,4,7,1,idle
402,402,arrival,4,1,1,working
403,403,arrival,1,6,0,idle
404,404,arrival,2,9,1,working
405,405,departure,2,3,0,idle
406,406,arrival,1,3,1,working
407,407,departure,4,8,0,idle
408,408,departure,2,3,0,working
409,409,departure,1,9,0,idle
410,410,departure,2,6,0,idle
411,411,departure,1,1,1,idle
412,412,arrival,4,9,1,idle
413,413,arrival,0,3,1,idle
414,414,arrival,4,7,0,working
415,415,departure,4,4,1,idle
416,416,departure,0,2,1,working
417,417,departure,3,6,0,idle
418,418,departure,0,2,0,idle
419,419,departure,2,9,0,working
420,420,arrival,2,5,1,working
421,421,arrival,4,8,0,idle
422,422,departure,1,4,0,idle
423,423,departure,4,9,1,idle
424,424,arrival,3,8,0,idle
425,425,arrival,0,8,1,idle
426,426,arrival,0,2,0,working
427,427,arrival,1,0,0,working
428,428,departure,3,6,1,idle
429,429,arrival,0,0,1,working
430,430,arrival,0,0,1,working
431,431,arrival,3,7,1,idle
432,432,departure,0,1,1,idle
433,433,departure,0,8,0,idle
434,434,departure,4,6,0,working
435,435,departure,2,5,1,idle
436,436,departure,0,2,1,idle
437,437,arrival,1,3,1,working
438,438,arrival,0,5,0,idle
439,439,arrival,0,1,0,idle
440,440,departure,3,0,0,working
441,441,departure,2,0,0,working
442,442,arrival,1,5,0,working
443,443,departure,0,9,1,working
444,444,arrival,4,5,1,working
445,445,departure,2,5,1,working
446,446,arrival,4,3,0,idle
447,447,departure,2,7,1,working
448,448,arrival,3,7,0,idle
449,449,departure,1,6,0,working
450,450,arrival,1,9,1,working
451,451,departure,3,6,0,idle
452,452,arrival,0,3,0,working
453,453,departure,3,2,1,idle
454,454,arrival,0,7,1,idle
455,455,arrival,4,6,0,idle
456,456,departure,2,7,1,idle
457,457,arrival,1,9,0,working
458,458,arrival,3,5,0,working
459,459,departure,0,5,0,idle
460,460,arrival,3,8,1,working
461,461,departure,1,3,0,idle
462,462,departure,1,4,1,working
463,463,arrival,0,5,0,idle
464,464,arrival,0,0,1,working
465,465,departure,0,0,1,idle
466,466,departure,0,5,0,idle
467,467,arrival,0,3,1,idle
468,468,departure,3,8,0,working
469,469,arrival,1,7,0,working
470,470,arrival,0,4,0,working
471,471,arrival,3,1,1,working
472,472,arrival,3,2,1,working
473,473,arrival,2,0,1,working
474,474,arrival,3,8,1,idle
475,475,arrival,1,9,1,idle
476,476,arrival,1,6,1,idle
477,477,departure,0,4,0,idle
478,478,departure,2,2,1,idle
479,479,arrival,1,5,1,idle
480,480,departure,4,8,0,idle
481,481,arrival,3,8,1,idle
