time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,arrival,0,6,0,working
2,2,departure,4,6,0,idle
3,3,arrival,2,5,1,idle
4,4,arrival,1,5,1,working
5,5,arrival,3,6,0,idle
6,6,departure,4,4,1,working
7,7,departure,1,2,0,working
8,8,departure,4,1,1,idle
9,9,departure,2,4,1,working
10,10,departure,2,5,1,working
11,11,arrival,0,6,1,idle
12,12,departure,2,4,0,working
13,13,arrival,4,0,1,idle
14,14,arrival,4,0,0,idle
15,15,departure,1,9,1,working
16,16,departure,3,6,1,idle
17,17,arrival,0,6,1,idle
18,18,arrival,3,5,0,idle
19,19,arrival,4,6,1,working
20,20,arrival,1,6,0,idle
21,21,arrival,4,1,0,idle
22,22,departure,1,3,1,idle
23,23,departure,4,8,1,idle
24,24,departure,0,3,0,idle
25,25,arrival,1,2,0,working
26,26,arrival,2,2,1,working
27,27,departure,4,7,1,working
28,28,arrival,1,5,1,working
29,29,arrival,1,0,0,idle
30,30,departure,1,0,0,idle
31,31,arrival,1,3,1,working
32,32,departure,1,9,1,working
33,33,departure,0,0,1,idle
34,34,arrival,2,2,1,idle
35,35,arrival,1,2,1,working
36,36,departure,3,7,0,working
37,37,arrival,0,8,1,working
38,38,departure,0,7,1,working
39,39,departure,4,8,0,idle
40,40,departure,3,6,0,working
41,41,departure,0,4,1,idle
42,42,arrival,3,1,0,working
43,43,departure,1,3,0,working
44,44,arrival,2,8,0,idle
45,45,arrival,3,7,1,idle
46,46,arrival,2,2,1,idle
47,47,departure,4,5,1,working
48,48,departure,3,5,0,working
49,49,arrival,3,9,0,working
50,50,arrival,0,9,0,working
51,51,arrival,0,7,0,working
52,52,departure,0,8,0,working
53,53,arrival,2,4,0,working
54,54,departure,4,9,1,idle
55,55,arrival,3,3,0,idle
56,56,departure,0,4,0,idle
57,57,departure,1,6,0,idle
58,58,departure,1,8,1,idle
59,59,arrival,1,1,1,idle
60,60,arrival,4,2,1,working
61,61,arrival,3,4,1,idle
62,62,arrival,1,5,0,working
63,63,departure,1,9,0,idle
64,64,arrival,3,9,1,idle
65,65,departure,3,7,1,working
66,66,arrival,3,3,1,working
67,67,departure,3,4,1,working
68,68,departure,3,7,1,working
69,69,departure,1,4,0,working
70,70,departure,3,6,0,idle
71,71,departure,2,3,0,idle
72,72,arrival,1,4,0,working
73,73,arrival,1,4,0,idle
74,74,arrival,2,1,1,working
75,75,arrival,2,9,1,idle
76,76,arrival,3,1,0,idle
77,77,departure,4,2,0,idle
78,78,arrival,2,8,0,working
79,79,arrival,1,8,0,working
80,80,departure,2,5,1,working
81,81,departure,4,5,1,working
82,82,arrival,3,7,1,working
83,83,departure,0,2,0,working
84,84,departure,2,9,0,working
85,85,departure,3,6,0,idle
86,86,arrival,1,0,1,working
87,87,arrival,4,7,0,working
88,88,arrival,2,1,0,idle
89,89,departure,1,2,1,working
90,90,departure,1,6,0,working
91,91,arrival,3,4,1,idle
92,92,departure,2,9,1,working
93,93,arrival,0,8,0,idle
94,94,departure,3,2,1,working
95,95,departure,3,1,1,idle
96,96,departure,0,9,1,working
97,97,departure,2,5,1,idle
98,98,arrival,3,5,1,idle
99,99,departure,3,2,0,working
100,100,departure,0,2,0,working
101,101,departure,3,7,1,working
102,102,arrival,4,2,0,working
103,103,arrival,0,7,0,idle
104,104,arrival,4,2,1,idle
105,105,departure,1,6,0,idle
106,106,departure,2,4,1,idle
107,107,arrival,1,1,1,idle
108,108,arrival,4,3,0,idle
109,109,departure,2,9,1,working
110,110,departure,3,0,1,idle
111,111,arrival,4,2,0,working
112,112,arrival,3,3,1,working
113,113,arrival,0,7,1,idle
114,114,departure,1,3,0,idle
115,115,departure,1,5,0,working
116,116,departure,1,9,1,idle
117,117,arrival,3,4,1,working
118,118,arrival,1,5,1,working
119,119,arrival,1,2,0,idle
120,120,arrival,3,0,1,idle
121,121,departure,3,2,0,idle
122,122,arrival,0,6,1,idle
123,123,arrival,0,0,0,working
124,124,arrival,1,6,1,idle
125,125,arrival,2,8,1,idle
126,126,departure,1,5,1,idle
127,127,arrival,2,8,0,working
128,128,departure,2,4,1,working
129,129,arrival,3,5,0,working
130,130,arrival,0,9,1,working
131,131,departure,1,8,0,working
132,132,departure,1,5,0,working
133,133,departure,1,2,0,idle
134,134,departure,3,4,1,idle
135,135,arrival,3,1,1,working
136,136,departure,2,6,0,idle
137,137,arrival,3,4,1,working
138,138,departure,2,1,1,idle
139,139,departure,3,5,1,idle
140,140,departure,0,7,0,idle
141,141,arrival,2,4,0,working
142,142,departure,0,2,1,idle
143,143,arrival,2,6,1,idle
144,144,departure,1,7,0,working
145,145,departure,4,1,0,working
146,146,arrival,0,3,1,working
147,147,departure,3,9,1,working
148,148,departure,2,6,1,idle
149,149,departure,4,6,1,working
150,150,departure,3,3,0,idle
151,151,arrival,3,7,0,idle
152,152,arrival,0,8,1,working
153,153,departure,3,4,1,working
154,154,departure,2,2,1,working
155,155,departure,3,3,1,working
156,156,arrival,3,3,0,idle
157,157,departure,4,3,1,idle
158,158,departure,3,0,0,working
159,159,departure,1,7,1,working
160,160,arrival,2,4,0,idle
161,161,arrival,1,9,1,working
162,162,arrival,2,2,1,working
163,163,departure,4,3,0,idle
164,164,arrival,1,7,0,idle
165,165,arrival,4,8,0,working
166,166,arrival,1,4,1,idle
167,167,departure,4,7,0,idle
168,168,arrival,3,8,0,working
169,169,arrival,2,3,1,working
170,170,arrival,4,8,0,idle
171,171,departure,1,8,0,working
172,172,departure,1,6,0,idle
173,173,arrival,1,7,1,idle
174,174,arrival,4,3,1,idle
175,175,departure,4,4,0,idle
176,176,departure,4,4,1,idle
177,177,departure,1,5,0,idle
178,178,arrival,0,9,1,working
179,179,departure,0,9,1,idle
180,180,arrival,1,6,1,working
181,181,arrival,3,3,0,working
182,182,departure,2,3,1,working
183,183,arrival,4,6,1,idle
184,184,departure,2,5,0,idle
185,185,arrival,3,1,1,idle
186,186,departure,0,0,1,idle
187,187,departure,0,4,0,idle
188,188,arrival,1,0,1,working
189,189,arrival,0,3,1,idle
190,190,arrival,3,9,0,idle
191,191,arrival,3,7,0,working
192,192,arrival,3,7,1,idle
193,193,arrival,4,5,1,working
194,194,departure,1,1,1,working
195,195,departure,3,5,0,idle
196,196,departure,3,1,0,working
197,197,departure,2,6,0,working
198,198,departure,3,2,0,idle
199,199,arrival,4,6,0,idle
200,200,arrival,0,4,1,working
201,201,arrival,1,0,0,working
202,202,arrival,0,6,0,idle
203,203,arrival,0,1,0,idle
204,204,arrival,2,4,1,working
205,205,arrival,0,7,0,working
206,206,arrival,3,5,0,working
207,207,departure,1,1,1,idle
208,208,arrival,1,5,1,working
209,209,departure,2,8,0,idle
210,210,arrival,1,2,1,working
211,211,departure,1,5,0,idle
212,212,arrival,4,5,1,working
213,213,departure,4,0,0,working
214,214,arrival,0,5,1,working
215,215,departure,2,4,1,idle
216,216,departure,2,6,0,working
217,217,arrival,1,9,0,working
218,218,departure,3,7,0,working
219,219,departure,1,7,1,working
220,220,departure,2,3,0,idle
221,221,departure,4,7,1,working
222,222,arrival,0,6,1,working
223,223,departure,0,6,1,working
224,224,departure,0,1,1,idle
225,225,arrival,1,5,0,working
226,226,arrival,1,7,0,working
227,227,arrival,1,7,0,idle
228,228,departure,0,7,1,idle
229,229,departure,1,0,0,idle
230,230,departure,3,9,0,idle
231,231,arrival,2,1,0,working
232,232,departure,0,5,0,working
233,233,departure,2,9,0,working
234,234,departure,4,7,0,idle
235,235,departure,0,9,1,idle
236,236,departure,3,1,1,idle
237,237,arrival,0,0,0,working
238,238,arrival,2,8,1,working
239,239,departure,2,4,1,idle
240,240,arrival,3,5,0,working
241,241,arrival,1,8,1,idle
242,242,departure,4,5,0,working
243,243,arrival,1,0,0,working
244,244,departure,4,9,1,working
245,245,arrival,1,0,1,idle
246,246,departure,1,4,1,working
247,247,departure,1,8,1,working
248,248,arrival,0,1,0,idle
249,249,departure,0,5,1,idle
250,250,arrival,2,4,0,working
251,251,departure,1,6,0,idle
252,252,departure,4,3,0,idle
253,253,arrival,4,6,1,working
254,254,departure,2,2,1,idle
255,255,departure,0,7,0,working
256,256,arrival,0,3,0,idle
257,257,departure,3,5,1,working
258,258,departure,4,1,1,working
259,259,arrival,3,7,1,working
260,260,arrival,1,4,0,working
261,261,departure,3,0,1,idle
262,262,arrival,4,7,0,working
263,263,departure,4,7,1,working
264,264,departure,2,7,0,idle
265,265,departure,4,3,1,working
266,266,arrival,0,9,0,idle
267,267,arrival,4,1,1,idle
268,268,arrival,2,0,1,idle
269,269,arrival,2,4,1,idle
270,270,departure,1,6,1,working
271,271,departure,2,7,0,working
272,272,arrival,2,4,1,idle
273,273,arrival,2,2,1,working
274,274,departure,2,3,0,idle
275,275,departure,3,7,0,idle
276,276,departure,4,3,0,idle
277,277,arrival,2,2,0,working
278,278,departure,2,4,1,idle
279,279,departure,4,9,1,idle
280,280,departure,2,5,1,working
281,281,arrival,4,9,0,working
282,282,arrival,2,9,0,working
283,283,arrival,3,6,1,working
284,284,departure,2,0,1,idle
285,285,arrival,1,5,1,working
286,286,arrival,2,6,1,idle
287,287,departure,1,9,0,idle
288,288,arrival,1,8,0,idle
289,289,departure,0,5,0,idle
290,290,departure,2,0,1,idle
291,291,departure,3,4,0,idle
292,292,arrival,3,2,1,idle
293,293,departure,1,4,0,idle
294,294,departure,3,0,1,idle
295,295,departure,1,2,1,idle
296,296,arrival,0,5,1,idle
297,297,arrival,4,2,1,idle
298,298,departure,0,9,0,working
299,299,departure,3,6,1,working
300,300,departure,3,4,1,working
301,301,arrival,0,9,1,idle
302,302,arrival,4,3,0,idle
303,303,departure,4,0,0,idle
304,304,departure,2,7,0,idle
305,305,arrival,4,7,1,working
306,306,arrival,1,2,0,working
307,307,arrival,2,0,0,working
308,308,departure,1,7,0,idle
309,309,departure,0,8,0,working
310,310,departure,4,7,0,working
311,311,departure,1,9,0,working
312,312,arrival,1,9,1,idle
313,313,departure,2,2,0,idle
314,314,departure,4,0,0,working
315,315,departure,4,2,1,idle
316,316,arrival,2,3,1,working
317,317,departure,1,0,1,working
318,318,arrival,4,8,1,working
319,319,arrival,4,4,1,idle
320,320,arrival,4,1,0,idle
321,321,arrival,0,3,1,idle
322,322,arrival,1,5,0,idle
323,323,departure,2,8,1,idle
324,324,departure,0,3,0,idle
325,325,arrival,2,9,0,idle
326,326,arrival,2,5,1,working
327,327,arrival,0,3,0,working
328,328,arrival,2,3,0,idle
329,329,arrival,2,7,0,idle
330,330,departure,2,2,1,idle
331,331,arrival,2,8,1,working
332,332,arrival,2,3,1,idle
333,333,arrival,2,1,0,working
334,334,arrival,0,7,0,idle
335,335,arrival,1,3,0,working
336,336,arrival,1,7,1,idle
337,337,departure,2,9,1,working
338,338,departure,0,7,1,idle
339,339,departure,4,8,1,working
340,340,departure,2,2,1,idle
341,341,arrival,1,7,1,idle
342,342,departure,2,8,1,idle
343,343,departure,0,1,1,working
344,344,arrival,1,9,1,working
345,345,arrival,0,6,0,working
346,346,arrival,3,6,1,idle
347,347,arrival,1,1,1,idle
348,348,departure,1,5,0,idle
349,349,departure,3,6,0,working
350,350,arrival,4,9,1,idle
