time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,arrival,1,0,0,idle
2,2,arrival,2,2,1,working
3,3,arrival,1,1,1,working
4,4,arrival,1,5,1,idle
5,5,departure,3,6,0,idle
6,6,arrival,4,1,1,idle
7,7,departure,4,9,1,idle
8,8,arrival,4,3,0,working
9,9,arrival,1,3,0,idle
10,10,departure,0,0,0,idle
11,11,arrival,1,2,0,working
12,12,arrival,0,2,1,working
13,13,arrival,2,8,1,idle
14,14,departure,1,9,1,idle
15,15,arrival,2,0,1,idle
16,16,arrival,4,0,1,idle
17,17,departure,0,7,1,working
18,18,departure,3,1,1,idle
19,19,arrival,4,8,0,idle
20,20,arrival,3,9,1,idle
21,21,departure,3,8,1,working
22,22,arrival,0,8,1,idle
23,23,arrival,1,8,1,working
24,24,arrival,4,0,1,idle
25,25,arrival,4,5,0,working
26,26,departure,3,4,1,idle
27,27,departure,0,1,1,idle
28,28,arrival,4,4,1,working
29,29,arrival,3,1,0,idle
30,30,arrival,4,3,1,idle
31,31,departure,1,2,0,working
32,32,departure,2,0,1,idle
33,33,departure,3,6,1,working
34,34,arrival,1,6,1,idle
35,35,departure,1,8,0,working
36,36,arrival,2,7,1,working
37,37,arrival,4,3,0,idle
38,38,departure,3,0,0,working
39,39,arrival,4,6,0,idle
40,40,departure,1,0,0,working
41,41,departure,1,3,1,idle
42,42,arrival,3,3,0,idle
43,43,arrival,3,8,1,idle
44,44,departure,2,9,1,working
45,45,departure,2,7,1,working
46,46,arrival,0,0,0,idle
47,47,departure,3,0,1,idle
48,48,arrival,0,7,0,idle
49,49,arrival,3,4,0,working
50,50,departure,2,4,1,idle
51,51,arrival,1,9,1,idle
52,52,departure,3,0,1,idle
53,53,arrival,0,9,1,idle
54,54,arrival,4,8,0,idle
55,55,departure,2,2,1,idle
56,56,arrival,3,6,1,idle
57,57,departure,3,9,0,working
58,58,arrival,2,0,0,working
59,59,arrival,1,6,0,idle
60,60,departure,3,0,0,idle
61,61,departure,4,5,0,working
62,62,departure,4,7,0,working
63,63,departure,4,3,0,idle
64,64,departure,1,6,0,idle
65,65,arrival,2,1,1,working
66,66,arrival,0,4,1,working
67,67,arrival,3,7,1,working
68,68,departure,2,4,1,working
69,69,arrival,2,5,1,idle
70,70,departure,2,4,1,working
71,71,arrival,0,0,0,working
72,72,departure,1,1,1,working
73,73,arrival,1,2,0,working
74,74,arrival,3,1,1,idle
75,75,arrival,1,0,0,idle
76,76,arrival,4,3,1,working
77,77,arrival,2,1,0,idle
78,78,departure,0,1,1,working
79,79,arrival,4,6,1,idle
80,80,arrival,0,2,0,idle
81,81,departure,3,4,0,idle
82,82,departure,2,6,0,idle
83,83,departure,4,5,1,working
84,84,departure,2,5,0,idle
85,85,departure,1,4,0,working
86,86,arrival,4,4,0,idle
87,87,arrival,2,6,0,idle
88,88,departure,1,1,1,idle
89,89,arrival,2,7,1,working
90,90,arrival,2,4,1,idle
91,91,arrival,4,5,1,working
92,92,arrival,3,9,1,idle
93,93,arrival,2,7,1,idle
94,94,departure,1,9,1,idle
95,95,arrival,0,0,1,idle
96,96,arrival,1,7,1,idle
97,97,arrival,0,5,1,idle
98,98,arrival,0,8,0,idle
99,99,arrival,3,3,0,idle
100,100,departure,3,5,0,working
101,101,arrival,2,7,1,idle
102,102,departure,2,9,0,idle
103,103,arrival,0,6,1,working
104,104,arrival,4,6,1,working
105,105,departure,4,6,0,idle
106,106,departure,0,8,0,idle
107,107,departure,0,6,1,working
108,108,departure,2,9,0,working
109,109,departure,2,5,1,working
110,110,departure,1,0,1,working
111,111,departure,0,7,0,working
112,112,arrival,1,9,0,working
113,113,departure,0,7,1,idle
114,114,departure,3,8,0,idle
115,115,arrival,1,2,0,working
116,116,arrival,4,4,0,working
117,117,departure,1,7,0,working
118,118,arrival,0,4,1,idle
119,119,departure,1,7,0,idle
120,120,arrival,0,0,1,idle
121,121,departure,3,0,0,idle
122,122,arrival,3,6,0,working
123,123,departure,1,8,1,idle
124,124,departure,0,7,0,working
125,125,departure,3,9,1,idle
126,126,departure,1,5,1,working
127,127,arrival,3,1,0,working
128,128,departure,3,8,1,working
129,129,departure,0,0,1,idle
130,130,departure,0,1,0,idle
131,131,arrival,2,9,1,working
132,132,arrival,1,2,1,working
133,133,departure,1,7,1,working
134,134,arrival,4,1,1,working
135,135,arrival,3,3,1,idle
136,136,departure,0,2,1,working
137,137,departure,1,8,1,working
138,138,departure,4,7,0,working
139,139,departure,1,5,0,working
140,140,arrival,1,3,1,idle
141,141,arrival,4,9,1,idle
142,142,departure,1,2,1,idle
143,143,arrival,2,0,0,working
144,144,arrival,0,0,1,working
145,145,arrival,2,6,1,idle
146,146,departure,2,9,1,working
147,147,departure,4,5,0,idle
148,148,arrival,0,4,1,working
149,149,arrival,4,0,0,idle
150,150,arrival,3,8,1,idle
151,151,departure,2,4,1,working
152,152,arrival,3,1,0,idle
153,153,departure,0,5,1,working
154,154,arrival,2,8,0,working
155,155,departure,2,4,1,idle
156,156,departure,3,3,0,idle
157,157,departure,3,2,1,working
158,158,departure,2,3,0,working
159,159,arrival,4,2,0,idle
160,160,departure,3,5,1,working
161,161,arrival,2,1,1,idle
162,162,departure,4,8,1,working
163,163,departure,2,8,1,idle
164,164,departure,3,6,0,idle
165,165,arrival,1,9,1,idle
166,166,departure,4,8,1,working
167,167,departure,1,6,0,working
168,168,departure,4,6,1,working
169,169,departure,3,0,1,idle
170,170,departure,4,6,1,working
171,171,departure,2,4,1,idle
172,172,arrival,2,1,0,working
173,173,arrival,1,3,1,idle
174,174,arrival,4,4,0,working
175,175,arrival,1,3,1,working
176,176,arrival,3,2,0,idle
177,177,departure,4,4,1,idle
178,178,arrival,4,3,1,working
179,179,departure,3,9,1,working
180,180,arrival,3,2,0,idle
181,181,arrival,3,0,1,working
182,182,arrival,4,6,0,idle
183,183,departure,0,9,1,working
184,184,arrival,3,5,1,working
185,185,departure,4,3,1,working
186,186,arrival,2,1,0,working
187,187,departure,0,2,1,working
188,188,arrival,2,8,1,working
189,189,arrival,3,3,1,working
190,190,arrival,1,3,1,working
191,191,arrival,0,7,1,working
192,192,departure,4,1,1,idle
193,193,departure,1,7,0,working
194,194,departure,2,1,1,working
195,195,departure,0,8,0,idle
196,196,arrival,3,4,0,idle
197,197,departure,3,5,0,idle
198,198,arrival,3,1,1,idle
199,199,departure,0,8,0,idle
200,200,arrival,3,0,1,working
201,201,departure,0,2,0,working
202,202,departure,0,1,1,working
203,203,departure,0,6,1,idle
204,204,arrival,1,7,1,working
205,205,departure,4,0,0,idle
206,206,arrival,3,1,0,working
207,207,arrival,0,9,1,idle
208,208,departure,2,7,0,working
209,209,arrival,1,9,1,working
210,210,departure,4,4,1,idle
211,211,departure,2,8,1,working
212,212,arrival,1,6,1,idle
213,213,arrival,2,4,1,working
214,214,departure,1,9,1,idle
215,215,departure,0,8,0,working
216,216,arrival,2,4,0,idle
217,217,arrival,3,8,0,idle
218,218,arrival,0,3,0,working
219,219,arrival,0,1,0,working
220,220,arrival,0,2,1,working
221,221,departure,3,3,1,working
222,222,arrival,2,3,0,working
223,223,departure,3,6,1,working
224,224,arrival,2,4,1,idle
225,225,arrival,0,2,0,idle
226,226,arrival,2,9,0,working
227,227,departure,1,3,1,working
228,228,departure,2,6,0,idle
229,229,arrival,0,4,0,idle
230,230,departure,1,0,0,working
231,231,departure,4,8,1,idle
232,232,departure,1,8,0,idle
233,233,arrival,1,0,0,idle
234,234,departure,0,2,1,working
235,235,arrival,2,4,0,idle
236,236,departure,2,9,0,idle
237,237,arrival,2,0,1,idle
238,238,arrival,4,3,1,working
239,239,departure,1,4,1,idle
240,240,arrival,2,1,0,idle
241,241,arrival,4,5,0,working
242,242,departure,3,4,1,working
243,243,departure,4,2,1,working
244,244,arrival,0,9,0,idle
245,245,arrival,0,9,0,idle
246,246,departure,3,5,1,idle
247,247,arrival,1,1,1,idle
248,248,arrival,3,5,0,working
249,249,departure,0,5,1,idle
250,250,arrival,4,7,0,working
251,251,departure,4,3,1,idle
252,252,departure,0,3,1,working
253,253,departure,0,3,1,working
254,254,arrival,2,6,1,idle
255,255,departure,1,4,0,idle
256,256,arrival,0,7,1,working
257,257,arrival,3,6,1,idle
258,258,arrival,0,5,0,working
259,259,arrival,2,6,1,working
260,260,departure,0,8,1,working
261,261,departure,4,2,0,idle
262,262,arrival,1,2,1,working
263,263,arrival,4,6,1,idle
264,264,arrival,3,5,0,idle
265,265,departure,2,4,1,idle
266,266,departure,3,8,1,working
267,267,arrival,0,9,1,working
268,268,arrival,4,4,1,working
269,269,arrival,1,2,1,idle
270,270,arrival,1,6,0,idle
271,271,arrival,4,0,0,working
272,272,arrival,1,4,0,working
273,273,departure,3,2,1,working
274,274,departure,4,5,1,working
275,275,arrival,0,8,0,idle
276,276,departure,2,9,0,working
277,277,departure,4,6,0,working
278,278,arrival,0,7,1,working
279,279,arrival,3,3,1,idle
280,280,arrival,1,0,1,idle
281,281,arrival,4,6,0,idle
282,282,arrival,0,1,1,idle
283,283,arrival,3,7,0,working
284,284,arrival,3,9,0,working
285,285,departure,3,0,1,working
286,286,arrival,0,2,0,working
287,287,arrival,1,0,1,idle
288,288,departure,3,8,0,idle
289,289,arrival,0,5,0,working
290,290,arrival,2,3,0,idle
291,291,departure,4,1,0,idle
292,292,arrival,1,8,1,working
293,293,arrival,3,6,1,idle
294,294,departure,2,9,1,working
295,295,arrival,2,2,0,working
296,296,arrival,2,0,1,idle
297,297,arrival,2,6,0,idle
298,298,arrival,4,5,0,working
299,299,arrival,0,0,1,working
300,300,departure,0,7,0,working
301,301,arrival,3,5,1,working
302,302,departure,2,9,0,idle
303,303,departure,0,0,0,idle
304,304,departure,4,5,1,working
305,305,arrival,0,3,0,idle
306,306,departure,1,3,1,idle
307,307,arrival,1,0,0,idle
308,308,departure,3,0,1,idle
309,309,departure,2,9,1,working
310,310,departure,0,7,1,idle
311,311,arrival,1,0,0,idle
312,312,arrival,1,0,1,working
313,313,arrival,1,7,1,idle
314,314,arrival,1,1,0,working
315,315,arrival,2,6,0,idle
316,316,arrival,4,8,1,idle
317,317,arrival,3,7,0,working
318,318,arrival,4,0,0,working
319,319,arrival,2,5,1,working
320,320,arrival,4,3,1,idle
321,321,departure,2,9,0,idle
322,322,departure,4,9,0,working
323,323,departure,0,5,1,working
324,324,arrival,1,4,1,working
325,325,arrival,3,3,1,working
326,326,departure,0,2,1,working
327,327,departure,2,9,1,idle
328,328,arrival,4,8,1,working
329,329,departure,2,9,1,idle
330,330,departure,0,3,0,working
331,331,departure,0,2,1,working
332,332,arrival,4,9,1,idle
333,333,departure,2,6,1,idle
334,334,departure,0,8,0,idle
335,335,departure,3,0,0,idle
336,336,arrival,4,2,0,idle
337,337,arrival,2,2,0,working
338,338,arrival,4,4,1,idle
339,339,arrival,4,8,0,working
340,340,departure,0,5,0,working
341,341,arrival,1,8,0,working
342,342,arrival,4,1,1,working
343,343,arrival,4,0,1,working
344,344,arrival,0,4,1,working
345,345,departure,0,6,0,idle
346,346,departure,1,5,1,idle
347,347,departure,3,4,1,working
348,348,arrival,3,9,0,idle
349,349,arrival,1,4,1,working
350,350,departure,1,6,1,working
351,351,arrival,2,5,1,idle
352,352,arrival,2,7,1,idle
353,353,arrival,3,3,0,working
354,354,arrival,2,1,1,working
355,355,departure,2,4,0,working
356,356,arrival,3,5,0,idle
357,357,arrival,4,8,1,idle
358,358,arrival,1,2,0,idle
359,359,arrival,1,4,1,idle
360,360,arrival,1,6,0,working
361,361,arrival,0,3,0,working
362,362,departure,1,0,0,working
363,363,arrival,1,8,0,idle
364,364,arrival,0,7,1,working
365,365,departure,4,6,0,working
366,366,arrival,4,0,1,idle
367,367,departure,1,6,1,working
368,368,arrival,1,8,1,idle
369,369,arrival,4,6,1,idle
370,370,departure,1,1,0,working
371,371,departure,2,4,1,idle
372,372,departure,3,7,1,working
373,373,departure,3,9,0,working
374,374,departure,4,3,0,working
375,375,departure,0,4,1,idle
376,376,arrival,2,9,1,idle
377,377,arrival,4,3,0,idle
378,378,departure,4,1,1,working
379,379,arrival,3,0,0,idle
380,380,arrival,2,5,0,idle
381,381,arrival,4,1,0,working
382,382,arrival,1,1,1,working
383,383,departure,4,7,1,working
384,384,arrival,2,7,0,idle
385,385,departure,0,9,1,working
386,386,departure,2,6,0,working
387,387,arrival,3,3,1,idle
388,388,departure,2,3,0,working
389,389,departure,2,0,0,idle
390,390,departure,1,7,0,idle
391,391,arrival,0,4,1,working
392,392,arrival,4,2,1,working
393,393,departure,0,1,1,working
394,394,arrival,4,2,0,idle
395,395,departure,2,5,1,idle
396,396,arrival,0,9,1,idle
397,397,arrival,0,4,1,idle
398,398,arrival,4,4,0,idle
399,399,arrival,3,5,0,working
400,400,arrival,0,3,0,idle
401,401,arrival,1,1,0,idle
402,402,departure,3,5,0,idle
403,403,arrival,2,5,0,working
404,404,departure,4,3,0,idle
405,405,departure,1,1,1,idle
406,406,departure,4,7,0,working
407,407,arrival,4,7,0,idle
408,408,departure,3,5,0,working
409,409,arrival,4,2,1,working
410,410,departure,3,1,1,idle
411,411,arrival,1,5,1,working
412,412,departure,4,6,0,idle
413,413,arrival,2,6,0,working
414,414,arrival,0,8,1,working
415,415,arrival,4,7,0,working
416,416,departure,1,8,1,working
417,417,departure,3,2,1,working
418,418,arrival,0,3,1,idle
419,419,departure,4,7,1,idle
420,420,arrival,0,5,0,working
421,421,arrival,3,5,1,working
422,422,arrival,3,2,1,idle
423,423,departure,4,2,1,working
424,424,arrival,4,6,0,idle
425,425,departure,1,8,0,working
426,426,departure,1,9,0,working
427,427,arrival,3,6,1,idle
428,428,departure,4,8,1,working
429,429,departure,4,5,0,idle
430,430,arrival,4,3,0,working
431,431,arrival,3,1,1,working
432,432,departure,2,7,0,working
433,433,arrival,4,5,1,idle
434,434,departure,1,0,1,idle
435,435,arrival,0,3,1,working
436,436,departure,0,6,1,idle
437,437,arrival,2,8,0,idle
438,438,departure,0,0,1,idle
439,439,arrival,2,7,1,working
440,440,arrival,0,3,1,working
441,441,arrival,3,7,0,idle
442,442,arrival,0,5,0,working
443,443,departure,4,2,1,idle
444,444,arrival,4,2,1,working
445,445,arrival,2,3,0,idle
446,446,arrival,1,3,0,working
447,447,departure,1,2,1,working
448,448,arrival,2,5,0,working
449,449,departure,4,2,1,idle
450,450,departure,4,1,1,idle
451,451,departure,3,6,0,idle
452,452,arrival,0,2,1,working
453,453,arrival,0,8,0,working
454,454,departure,4,6,0,working
455,455,departure,2,3,0,idle
456,456,arrival,1,4,1,working
457,457,arrival,0,6,1,working
458,458,arrival,4,9,0,working
459,459,arrival,0,8,1,idle
460,460,arrival,0,7,1,idle
461,461,departure,3,1,0,working
462,462,arrival,0,0,0,working
463,463,arrival,3,2,0,working
464,464,arrival,4,7,0,idle
465,465,arrival,3,9,1,idle
466,466,arrival,0,4,1,working
467,467,departure,4,0,1,idle
468,468,departure,4,1,0,idle
469,469,departure,3,7,0,idle
