ID,arrival_time,start_service_time,completion_time,interrupted
1,94.44966028573069,91.97432771972527,64.88562855783258,0
2,46.40981743044076,33.274127786794836,40.65240549379444,0
3,19.279502895715762,1.306085750499908,88.91729039323114,0
4,58.1894876879992,39.313833929767014,42.195116669600075,0
5,62.008421017362714,8.907310195691064,40.34918670864237,0
6,68.4224017463174,8.206101841368596,93.03565327297981,0
7,10.343755501999807,76.6610241722486,9.818429980992383,1
8,74.54757662844335,98.45402570106944,86.38611878643047,0
9,28.197907007423595,28.420811642058695,64.02028001646663,1
10,75.34245871442832,31.836057849055145,41.890322784872424,0
11,79.2705629570716,91.19479315824623,1.0940601591338028,1
12,62.74005962793597,9.645229611073525,9.19826220246337,0
13,44.34888437784015,9.732130777649939,84.79383367004405,0
14,96.34653524074656,52.12049730867522,66.12208126219873,1
15,89.70665537195521,13.994140768303287,4.671122839099184,0
16,19.68042880785241,21.07696351649846,32.39992161344315,1
17,59.59511331875896,38.424451113975366,18.970574460969047,1
18,57.337694548101325,96.85560181788624,86.68010289195038,0
19,70.4949354178312,43.94452138028726,26.873970463647524,0
20,92.92620184008258,78.16906423106684,81.15001689648183,1
21,5.122982888761973,63.568092211254864,39.29014503878062,0
22,13.481198891426782,55.45842276332886,36.0278588976092,0
23,11.70285061164541,54.35861557018854,76.37942695033472,1
24,36.47247607005911,72.88032524455735,19.00522376354379,1
25,80.34108382783029,57.0709988787631,83.95979524624538,1
26,97.02427208603493,73.91921485224476,20.378275871762007,0
27,33.29792589295318,96.1894625231607,54.718356558382276,1
28,47.841987416050145,66.30618433639984,72.36548523870829,1
29,17.893744751587604,59.63214034851255,34.834443939671026,1
30,90.25344883495553,63.04654316627417,3.869510999144521,0
31,76.35756850683907,66.1856942794104,47.480839215536385,1
32,19.886053041744546,43.96535700553454,66.25400573089864,0
33,36.568616787186706,55.97000772628641,41.44008533699595,1
34,59.55822718474136,88.14271659125669,68.34961777754884,1
35,4.00942675872602,50.26694341245408,8.235349225952515,0
36,82.46279831653072,55.82067782804477,86.67058330296888,0
37,64.02713827422477,23.508226664729783,85.95099384804166,1
38,1.9137010762836693,16.933740910201223,15.184266531076297,1
39,80.60383716924669,74.20204145803446,56.27542392291781,1
40,40.48926519851288,49.36675157928476,34.80005890257062,1
41,0.36038843698021905,67.49902451388898,11.705018446927863,0
42,46.52334156763529,26.66527186149481,98.7985079665082,1
43,33.68509184276991,85.37505976678513,95.03907554404462,1
44,53.53994128499643,26.772472809798153,60.7948891500553,1
45,93.67915977144112,19.50474985277789,56.31122461945831,1
46,87.655464994154,99.87465191331452,46.87112890936558,1
47,75.20743603087733,67.81753074366259,15.30110341544284,1
48,46.49961781170126,31.803121121360746,15.188271050230162,0
49,70.3900655243267,98.07997087219431,32.86883439597826,0
50,3.8721346767512266,76.45505534494683,98.90687743587809,1
51,67.97012767632206,72.52116618958924,72.71114923475143,0
52,41.897961907849954,20.024630568193057,93.8168380863005,1
53,90.28584605815094,62.411603154513415,86.59506379029325,1
54,94.51616323346792,23.213554565448103,55.66296831676636,0
55,97.7051240642695,35.52351778523993,29.51792060089169,1
56,58.067433728417015,92.51049837373853,60.04100046200731,0
57,97.53557913160219,71.06644533848244,7.245746925497299,0
58,58.72848891652128,62.95656459349234,99.63396500166209,1
59,33.135133487201706,73.48058403598583,73.36466110038509,1
60,47.52617907753742,53.09219612792899,37.908117874057076,0
61,44.31722880530978,80.62018814315194,11.564808181375398,1
62,73.00472067780713,57.58113833109137,13.293623097149855,1
63,62.96323179612743,26.21846911713549,97.92935382944592,0
64,86.30613462732045,40.75023828521318,93.32605164906553,1
65,33.60311157316333,28.470502202518677,88.63056475126612,1
66,69.07521832153503,11.69752044095832,94.33484027924013,1
67,41.8605800828462,57.38225850207033,11.744293349110247,0
68,20.466254825117147,52.730276715622345,99.45234360912401,1
69,3.9634373073876628,72.57618009632809,88.18038592390451,1
70,59.752068408125304,82.93214020298252,66.59899582378969,0
71,93.99806962356013,14.669535022185753,70.83525121646711,1
72,96.5500840338481,87.89155508488646,11.890911913546676,0
73,84.02883515666517,15.23981400266341,12.012465985776366,0
74,92.55437584641113,27.893527456651846,30.96332406782163,1
75,58.4152685548166,10.895270354245223,98.04910958541913,0
76,40.82445163925856,36.7189618010429,98.45030077550358,0
77,96.98991937653855,32.52215256918299,23.84868380289984,1
78,7.1370225699555085,91.44231564161652,57.0833427823579,0
79,68.73390029701253,68.23828471905405,84.57723047574707,0
80,47.10024785767715,8.646750957252136,48.31583312587993,0
81,78.13091216145229,66.01403171047586,26.733446108448366,1
82,48.527486074550154,92.92225265901884,2.7185244811110842,1
83,32.35986926244884,78.26487393891026,31.51816028962069,0
84,13.74493749586545,33.9014434449843,75.67346582427284,0
85,43.43899592517857,39.69655522517126,19.45566364081631,0
86,97.2923073449385,61.79966659498142,27.709619317232626,1
87,79.26498433163336,22.28119516790157,32.9624899004652,1
88,32.64839213089724,4.30440007510734,94.4697767943133,0
89,10.56547172956468,69.89708942109587,23.594992714791996,1
90,22.004639720674046,26.539395936496955,77.24712721504943,1
91,66.46805714538834,56.78024338813421,88.6647822357197,1
92,19.318416057479748,36.19235164723236,70.46361618437935,1
93,12.181969616369315,98.37974692476298,54.23508567308279,0
94,54.7578934492657,18.174848418715495,15.251291045581672,0
95,30.234505500505083,70.84536654309377,56.59603610142059,0
96,37.130870026938155,27.546995526552053,96.08455423313794,0
97,61.67015278519493,48.56861064594572,96.38286363081707,1
98,55.088460412283624,93.60441253292234,32.28521640734192,1
99,40.704283646483965,3.795793479527154,77.50857687716814,0
100,35.745270449200525,50.248492534165436,57.444036132883824,0
101,45.622597215173045,62.77356322840054,6.501435014217982,0
102,61.06323933557252,71.34462308766352,9.565734282098315,0
103,24.49937392641175,2.906766296569252,83.21131684408871,1
104,70.61775726401775,39.89892606933086,4.618069388808522,1
105,76.67660439946182,11.265267589230909,9.727201720941958,1
106,26.08241854094867,89.18818246777185,34.874254515653156,1
107,81.26439499118463,62.52962049365944,46.20509200420344,0
108,68.99417736873697,78.44416971096621,26.42288805405235,1
109,83.79887020165259,84.7980626953133,99.92276085888024,1
110,67.46043392554495,81.79745278741699,46.35567416343376,1
111,17.293286856056746,98.51163823961137,5.860863504136304,0
112,47.269834643618246,8.867737302252687,13.97477671263091,0
113,50.74442860330517,93.71047434302312,66.3807683312336,0
114,68.24125250563353,25.117078180440444,1.8048152001412077,0
115,9.107030481693645,63.58663853145553,22.666975331603755,0
116,0.4110485069153236,44.19969528793758,66.36043813396468,1
117,51.71808480606177,58.95733453166719,38.48334542357441,1
118,7.8449307402708275,75.90691225984493,35.61054585831531,0
119,46.59923785137676,84.82816004581524,11.66368910580411,1
120,2.481596347386128,78.56644111888072,58.153160063286755,0
121,81.04024253615442,69.00167428309172,69.59043477662347,0
122,16.28221941257668,2.4049519936116703,12.407700179883763,1
123,97.5598719622822,36.94272687897544,35.859390817707414,1
124,92.39452245016622,36.259049568477245,50.6965220756747,0
125,37.20984357017593,62.15892804525488,46.5712180690205,0
126,57.675982051831845,13.253832370686869,96.28354583863589,1
127,74.36730220179443,13.215543656704043,83.22342080154701,0
128,68.90101398302052,89.45440074140222,54.26159010471591,0
129,64.30092412146702,98.59767990790105,12.081604553427495,0
130,48.12930600260906,42.93484475685,58.025747436966505,1
131,81.80907746278137,28.310720020335513,99.63824992146817,0
132,10.824671563254851,82.38877562260765,52.839306617023155,1
133,81.52680461520164,5.020315323288704,31.624979469734924,1
134,23.58498090589134,4.739274262152771,82.77120196643529,0
135,3.3716528192896833,64.81512212063434,46.547470013459034,1
136,4.412111139287256,30.194667065856272,3.397920537995025,1
137,16.96767205417623,80.89791015411056,14.414704986508209,0
138,23.74600252319684,1.740685971835365,41.15937312741187,1
139,93.99086511561258,34.269059624877464,76.16655801972774,0
140,63.03496162159481,35.046452339170116,6.053214514657402,1
141,53.11614635318087,43.080945760396936,38.64253724205622,0
142,74.54148392649842,80.97854971654877,85.96408332116953,1
143,95.75013761314747,43.29785176117642,92.13590300153285,0
144,16.629329014354578,31.734109232272235,4.096619818696123,1
145,49.424077336460826,5.065896621526078,25.858559245019176,1
146,82.17139606007204,11.786670997425109,75.41772598879001,0
147,18.240508997401005,20.81728952374785,44.80692311650405,0
148,48.82742640618684,64.6069641681578,43.80863436941206,0
149,65.35838399191104,6.421678795690577,67.44627231924957,0
150,10.68767515049035,65.59314276007949,97.7479239230012,0
151,41.839438267579176,3.7318233569296977,23.615774499542972,1
152,66.2253890644903,8.676040122770134,11.420157758031102,0
153,98.05532446458997,81.02897106629831,22.058519030553313,0
154,15.743754492694006,80.64861406950519,64.15304812408404,1
155,32.86303179833337,47.01615056779986,80.61282188323172,0
156,72.24604696447656,28.756017536101464,50.17393690538786,0
157,62.00587899195342,17.342577181583042,67.64812312031373,0
158,77.15018808312512,54.16321000955033,28.683305226778966,1
159,72.48746160880388,93.39694118971671,46.5629635957131,0
160,48.77284111287333,60.04341141414075,13.721189133035871,1
161,32.35238275046592,24.882849171948017,22.785130302731883,1
162,24.82802890611446,97.32854651765818,90.34559349884688,1
163,61.59458979988995,97.67438337506394,63.6569035159446,1
164,75.35237964751093,71.95434669331647,63.36297538658311,1
165,98.18560168604031,14.164462257094367,16.928519003125775,0
166,51.96314095919995,46.00874169107224,95.64920017637901,0
167,72.24743173580592,75.63414414320843,32.27135940228967,0
168,74.36911062902982,28.13517938991853,17.9150440229057,0
169,4.713783184133192,15.495328457098267,11.657522714584822,1
170,65.10436811351347,39.6335235445871,32.5753413255271,0
171,60.586403674942204,78.10045758937106,25.491363072251815,1
172,40.921074176308906,67.53535219070707,55.34789691681752,1
173,33.00747852345746,8.775446189169521,93.95195983307062,0
174,63.659986331042994,50.469858613411134,13.944423730611344,1
175,35.58740515137556,21.910021184322048,20.764639175799402,0
176,38.010466830741095,93.97885210723221,41.981342697721935,0
177,42.42588484160051,1.7309713909631208,78.38316094042096,0
178,13.396220722112794,2.0495656336913637,98.11836592791784,0
179,18.289522374541168,72.36508350480753,56.83002744300827,0
180,18.0288625100391,7.17508075609018,69.52618458056948,0
181,24.534260252080774,26.424402732247955,88.1414409035242,0
182,56.66768154470305,7.890900522438904,34.00358939864393,0
183,39.75279795944569,52.05481334837242,27.32310727399043,0
184,35.82825849548371,21.816612307571393,77.23193754109792,1
185,38.45847736419164,67.71327798856318,87.8362234005263,0
186,28.392708438707025,74.38722585899181,83.89002291192685,0
187,40.46614510694672,99.03793442263567,80.20944165514638,1
188,70.12804222322515,26.319963987171434,92.8870763008865,0
189,0.5550731753927063,63.586546537595765,27.335235424714032,1
190,37.85848799023701,72.63062953343862,64.30419491445541,1
191,97.15941716517978,31.027944740299084,28.929633635553277,0
192,45.94801402536982,98.17327768911811,37.21931376082392,1
193,2.6163540734479906,3.7965094701095436,2.694026771258118,1
194,94.96590230897061,12.385314612655696,25.732288195977326,0
195,81.96628871317988,34.83163464477794,43.7059020694664,0
196,13.429867250695137,11.392142532411198,6.149517647596625,1
197,8.927304178716666,92.75830781513103,7.750983718208482,0
198,44.50777612426327,8.970005018146043,47.94869620987365,1
199,66.82034440850953,30.810317632281137,15.978001213663372,1
200,2.3853801283035714,77.9569678610782,92.3076737827669,1
201,93.03123561281875,20.1537147668025,6.2256796691891765,1
202,10.581403301885196,52.73822807811362,98.01807803493587,1
203,28.738040295226742,49.67036626305325,17.43727077505055,1
204,3.700251673733146,45.62599092907163,77.1484458642246,1
205,38.73142724496616,58.96467382462107,71.50391528144422,1
206,30.796577313227502,43.593878430319876,92.03577337794448,1
207,70.91923037868739,32.05979249503375,26.653526705650844,0
208,46.15076080688394,1.369026278083063,32.55959309591715,1
209,79.56563873649215,81.21912437532006,8.249600515951316,0
210,65.62008883566817,66.48997884222064,31.669544094772874,1
211,24.310302546164476,25.151055329743233,52.58955176191852,0
212,84.28517364397969,2.213780062350046,16.742170154706514,0
213,46.53250833494217,35.809290470880775,60.06183527230476,0
214,13.043739354285632,10.952059128772774,66.5990553309669,0
215,95.16890002081145,50.4821189296518,27.586974541315346,0
216,43.58530777751298,9.560636408877322,24.676452596248065,1
217,56.21644065036686,16.824147563494396,21.106394411815575,1
218,93.7613960745939,19.708229925840158,39.75142802170944,1
219,51.74198517516223,52.39671179608351,0.36131158977597,0
220,36.993783015108214,82.84818168096828,27.976663195029627,0
221,37.63854635688144,64.48889492420334,75.79090715905537,1
222,42.50611943738388,68.22390363412264,44.85393245352951,1
223,73.51833732970579,70.99747568037293,88.05698554966605,1
224,62.48889732722299,57.41640865209116,98.53946361447656,0
225,26.544149461596987,79.66078036922512,10.999631416448729,1
226,13.661189945169294,70.11252800533502,68.88830742972803,1
227,76.17509371612276,84.37726714562616,58.7597809492145,1
