time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,departure,4,5,0,working
2,2,arrival,3,1,1,idle
3,3,departure,1,3,1,idle
4,4,departure,1,7,1,working
5,5,departure,0,1,0,idle
6,6,departure,4,9,1,idle
7,7,departure,3,6,0,idle
8,8,departure,4,0,0,idle
9,9,arrival,3,8,0,idle
10,10,departure,1,7,0,working
11,11,departure,2,4,0,working
12,12,arrival,4,9,0,idle
13,13,departure,0,8,0,working
14,14,departure,0,8,0,working
15,15,departure,4,2,1,working
16,16,arrival,0,9,0,working
17,17,departure,1,4,1,idle
18,18,arrival,1,1,0,idle
19,19,departure,2,0,1,working
20,20,arrival,1,2,1,working
21,21,departure,1,4,1,idle
22,22,arrival,0,3,1,working
23,23,arrival,3,1,1,idle
24,24,departure,4,1,0,idle
25,25,departure,2,8,0,idle
26,26,arrival,4,6,0,idle
27,27,arrival,3,7,1,idle
28,28,arrival,1,5,1,idle
29,29,arrival,4,0,1,idle
30,30,arrival,2,8,0,idle
31,31,departure,0,4,1,idle
32,32,arrival,0,3,0,working
33,33,arrival,0,0,0,idle
34,34,departure,3,2,0,working
35,35,departure,0,8,1,working
36,36,arrival,0,0,1,working
37,37,arrival,0,4,1,idle
38,38,arrival,1,2,1,working
39,39,arrival,0,3,1,idle
40,40,arrival,1,5,1,idle
41,41,departure,3,2,0,idle
42,42,departure,0,9,1,idle
43,43,departure,4,5,0,working
44,44,departure,1,4,0,working
45,45,departure,0,6,1,working
46,46,arrival,0,1,0,working
47,47,arrival,3,0,0,working
48,48,arrival,2,3,1,idle
49,49,departure,3,4,0,working
50,50,departure,4,5,0,working
51,51,arrival,1,6,0,working
52,52,departure,3,9,1,working
53,53,departure,3,9,0,working
54,54,arrival,3,7,0,working
55,55,arrival,3,1,0,working
56,56,departure,4,3,1,working
57,57,departure,1,8,0,working
58,58,arrival,1,0,1,working
59,59,departure,2,5,1,idle
60,60,departure,4,6,0,idle
61,61,departure,1,4,0,working
62,62,arrival,2,3,1,idle
63,63,departure,3,4,0,idle
64,64,arrival,0,5,0,idle
65,65,departure,3,7,1,working
66,66,arrival,0,2,1,working
67,67,departure,1,6,1,working
68,68,arrival,4,3,0,working
69,69,arrival,0,0,0,working
70,70,departure,0,0,0,idle
71,71,arrival,1,7,1,working
72,72,departure,1,1,0,idle
73,73,departure,2,5,1,idle
74,74,departure,0,4,0,working
75,75,arrival,4,6,1,idle
76,76,arrival,3,8,1,working
77,77,arrival,0,9,1,working
78,78,departure,2,4,0,working
79,79,departure,0,9,0,working
80,80,departure,3,3,1,idle
81,81,departure,3,7,0,idle
82,82,departure,4,7,0,idle
83,83,arrival,1,9,0,idle
84,84,arrival,0,8,0,idle
85,85,arrival,0,8,1,working
86,86,arrival,0,6,0,idle
87,87,arrival,2,3,1,working
88,88,departure,3,0,1,idle
89,89,departure,1,9,1,working
90,90,departure,2,3,1,working
91,91,arrival,0,7,1,idle
92,92,departure,4,4,1,idle
93,93,departure,0,2,1,idle
94,94,arrival,3,3,0,idle
95,95,departure,1,8,1,idle
96,96,departure,3,2,0,working
97,97,departure,4,5,0,idle
98,98,arrival,0,1,1,working
99,99,arrival,0,0,0,working
100,100,arrival,2,6,0,working
101,101,arrival,1,8,1,idle
102,102,arrival,3,8,1,idle
103,103,departure,4,8,0,idle
104,104,departure,4,6,0,working
105,105,arrival,4,8,1,working
106,106,arrival,3,8,0,working
107,107,departure,2,9,0,idle
108,108,arrival,2,7,0,idle
109,109,departure,3,2,1,idle
110,110,departure,0,4,0,idle
111,111,departure,1,0,1,working
112,112,departure,4,1,1,working
113,113,departure,0,9,1,idle
114,114,departure,1,6,1,idle
115,115,departure,4,3,1,idle
116,116,departure,3,4,1,idle
117,117,arrival,1,1,1,working
118,118,departure,2,5,1,idle
119,119,arrival,3,9,0,working
120,120,departure,1,9,1,idle
121,121,departure,1,2,0,working
122,122,arrival,1,7,1,working
123,123,departure,2,5,1,idle
124,124,arrival,3,9,0,idle
125,125,arrival,1,2,1,idle
126,126,departure,2,4,0,idle
127,127,arrival,3,1,0,idle
128,128,arrival,4,9,1,working
129,129,departure,0,3,0,working
130,130,departure,3,2,1,working
131,131,arrival,3,3,0,idle
132,132,departure,0,6,1,idle
133,133,departure,1,0,1,idle
134,134,arrival,3,1,0,working
135,135,departure,1,3,0,idle
136,136,arrival,0,4,1,working
137,137,arrival,3,6,1,idle
138,138,arrival,1,1,1,working
139,139,arrival,2,5,1,idle
140,140,arrival,0,8,1,idle
141,141,departure,4,7,1,idle
142,142,arrival,2,3,0,working
143,143,departure,1,4,1,working
144,144,arrival,0,4,1,idle
145,145,arrival,3,4,1,working
146,146,arrival,1,8,1,idle
147,147,departure,1,4,0,working
148,148,arrival,2,3,0,idle
149,149,departure,1,1,1,idle
150,150,departure,0,6,1,idle
151,151,departure,2,9,0,working
152,152,departure,2,3,0,working
153,153,arrival,2,7,0,working
154,154,arrival,3,9,1,working
155,155,arrival,4,5,0,idle
156,156,arrival,0,9,1,working
157,157,arrival,4,9,0,working
158,158,departure,2,7,0,working
159,159,departure,0,9,0,working
160,160,departure,4,4,0,idle
161,161,departure,2,1,1,working
162,162,departure,3,2,1,idle
163,163,departure,2,8,0,working
164,164,arrival,1,0,1,idle
165,165,departure,0,1,0,idle
166,166,arrival,4,3,1,working
167,167,arrival,2,4,1,idle
168,168,departure,4,1,1,idle
169,169,departure,3,5,1,working
170,170,departure,1,0,0,idle
171,171,departure,1,9,1,idle
172,172,departure,2,5,0,idle
173,173,arrival,2,2,0,working
174,174,arrival,4,1,1,idle
175,175,arrival,4,9,1,working
176,176,departure,4,5,1,working
177,177,arrival,1,0,1,idle
178,178,departure,0,7,1,idle
179,179,arrival,4,0,0,idle
180,180,arrival,0,7,0,idle
181,181,arrival,0,7,0,idle
182,182,departure,4,4,1,idle
183,183,departure,0,9,1,idle
184,184,arrival,4,5,1,idle
185,185,arrival,3,6,0,idle
186,186,departure,3,6,0,idle
187,187,departure,3,6,1,idle
188,188,arrival,4,8,0,working
189,189,departure,1,0,0,idle
190,190,departure,1,8,1,working
191,191,arrival,0,8,1,working
192,192,arrival,3,1,0,idle
193,193,arrival,0,2,1,idle
194,194,departure,2,3,0,idle
195,195,departure,4,7,1,idle
196,196,departure,0,9,0,working
197,197,departure,0,8,1,idle
198,198,departure,2,9,0,working
199,199,arrival,4,8,0,working
200,200,arrival,1,2,1,idle
201,201,arrival,2,8,0,working
202,202,arrival,4,7,1,working
203,203,departure,3,9,1,idle
204,204,arrival,0,9,0,working
205,205,arrival,2,2,1,working
206,206,departure,4,5,1,idle
207,207,departure,2,1,1,idle
208,208,departure,0,7,0,idle
209,209,arrival,0,0,0,working
210,210,departure,0,1,0,working
211,211,departure,4,0,0,working
212,212,departure,1,8,1,idle
213,213,arrival,2,6,0,working
214,214,arrival,1,1,0,working
215,215,departure,2,2,1,idle
216,216,arrival,3,0,1,working
217,217,arrival,2,9,0,idle
218,218,departure,3,7,0,working
219,219,departure,2,6,0,idle
220,220,departure,0,6,1,working
221,221,departure,4,2,0,working
222,222,departure,0,1,0,working
223,223,departure,0,2,1,working
224,224,departure,2,4,0,working
225,225,departure,0,7,0,working
226,226,departure,4,5,0,idle
227,227,arrival,4,8,0,working
228,228,arrival,0,9,0,working
229,229,arrival,0,5,0,idle
230,230,departure,3,7,1,idle
231,231,departure,1,6,0,working
232,232,arrival,3,8,0,idle
233,233,arrival,3,8,0,idle
234,234,arrival,1,7,1,working
235,235,departure,3,3,0,idle
236,236,departure,0,5,1,idle
237,237,arrival,2,7,1,idle
238,238,arrival,3,0,0,working
239,239,arrival,4,2,1,idle
240,240,arrival,1,0,1,idle
241,241,arrival,1,3,0,idle
242,242,departure,0,2,1,working
243,243,departure,0,3,1,working
244,244,departure,3,6,1,idle
245,245,arrival,4,4,1,working
246,246,arrival,3,9,1,idle
247,247,arrival,4,2,1,working
248,248,arrival,1,6,0,idle
249,249,departure,3,7,0,working
250,250,departure,0,6,1,working
251,251,arrival,1,0,0,working
252,252,departure,4,8,1,working
253,253,departure,0,0,1,working
254,254,departure,2,8,0,working
255,255,arrival,2,6,0,working
256,256,departure,2,7,0,working
257,257,departure,2,9,0,idle
258,258,departure,3,2,1,working
259,259,arrival,3,9,1,idle
260,260,arrival,1,0,0,working
261,261,arrival,4,9,0,working
262,262,departure,2,6,0,working
263,263,arrival,3,2,0,working
264,264,departure,1,8,1,idle
265,265,departure,0,8,1,idle
266,266,arrival,3,2,1,working
267,267,departure,3,3,0,working
268,268,departure,2,2,0,idle
269,269,arrival,0,1,0,working
270,270,arrival,2,5,1,idle
271,271,arrival,0,9,1,working
272,272,arrival,1,8,1,idle
273,273,departure,1,3,1,working
274,274,arrival,3,9,0,working
275,275,departure,4,9,0,working
276,276,arrival,3,7,1,working
277,277,arrival,0,6,1,idle
278,278,departure,4,7,0,working
279,279,arrival,1,9,1,idle
280,280,arrival,2,4,1,idle
281,281,arrival,4,7,1,working
282,282,departure,2,0,0,idle
283,283,arrival,2,8,0,working
284,284,departure,1,7,0,idle
285,285,departure,4,2,0,idle
286,286,departure,3,9,0,working
287,287,departure,3,7,1,working
288,288,arrival,2,3,1,idle
289,289,departure,2,1,0,working
290,290,arrival,4,0,1,working
291,291,arrival,0,2,0,idle
292,292,arrival,3,6,1,working
293,293,arrival,3,0,0,idle
294,294,arrival,1,9,0,working
295,295,departure,4,8,0,idle
296,296,arrival,3,6,0,working
297,297,arrival,4,4,0,idle
298,298,arrival,1,9,1,working
299,299,arrival,4,6,0,working
300,300,departure,2,7,0,working
301,301,departure,2,0,0,working
302,302,departure,3,3,1,working
303,303,departure,4,1,0,idle
304,304,departure,1,5,1,working
305,305,arrival,2,4,1,working
306,306,arrival,3,0,1,idle
307,307,arrival,0,8,1,idle
308,308,arrival,4,4,0,working
309,309,departure,0,6,0,idle
310,310,departure,1,9,0,working
311,311,departure,2,6,0,working
312,312,departure,3,2,1,idle
313,313,arrival,1,4,0,idle
314,314,departure,3,6,0,idle
315,315,arrival,3,7,0,working
316,316,departure,3,9,1,working
317,317,arrival,2,9,1,working
318,318,departure,3,7,1,working
319,319,arrival,4,3,0,working
320,320,arrival,3,4,0,idle
321,321,arrival,1,9,1,working
322,322,departure,3,1,1,idle
323,323,arrival,1,5,1,working
324,324,arrival,4,8,1,idle
325,325,arrival,0,0,1,working
326,326,departure,1,3,1,idle
327,327,departure,1,7,1,idle
328,328,arrival,3,2,1,working
329,329,arrival,1,1,0,idle
330,330,arrival,0,8,0,working
331,331,arrival,1,9,0,working
332,332,departure,2,6,0,working
333,333,arrival,1,6,1,idle
334,334,departure,4,2,0,idle
335,335,departure,1,2,1,working
336,336,departure,0,0,0,idle
337,337,departure,1,7,0,idle
338,338,arrival,4,6,0,working
339,339,arrival,2,8,0,idle
340,340,arrival,4,4,1,working
341,341,arrival,1,2,0,idle
342,342,arrival,0,2,0,idle
343,343,departure,2,8,0,working
344,344,departure,3,3,0,working
345,345,arrival,0,4,0,working
346,346,departure,3,0,1,working
347,347,departure,2,9,1,working
348,348,departure,1,6,1,idle
349,349,departure,0,2,0,idle
350,350,departure,4,4,1,working
351,351,arrival,2,1,0,working
352,352,departure,3,9,0,working
353,353,departure,2,8,1,working
354,354,arrival,0,7,1,idle
355,355,departure,0,6,0,idle
356,356,arrival,4,5,1,working
357,357,arrival,1,7,0,idle
358,358,departure,1,5,1,working
359,359,departure,4,1,1,working
360,360,departure,1,2,0,idle
361,361,arrival,1,8,0,working
362,362,arrival,1,8,0,idle
363,363,departure,3,0,0,idle
364,364,arrival,3,2,0,idle
365,365,arrival,1,9,0,idle
366,366,arrival,2,6,1,idle
367,367,departure,2,8,1,idle
368,368,arrival,2,4,1,idle
