time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,arrival,1,7,0,idle
2,2,arrival,1,8,0,working
3,3,arrival,4,0,1,idle
4,4,arrival,1,1,0,idle
5,5,arrival,1,5,1,working
6,6,departure,1,8,0,idle
7,7,arrival,2,2,0,idle
8,8,arrival,2,8,1,working
9,9,departure,2,9,0,working
10,10,departure,1,2,1,working
11,11,arrival,2,4,1,working
12,12,departure,1,1,0,idle
13,13,arrival,0,5,1,working
14,14,departure,4,7,1,working
15,15,arrival,1,2,0,idle
16,16,arrival,4,1,0,working
17,17,departure,3,0,1,idle
18,18,arrival,1,2,1,idle
19,19,departure,2,0,1,working
20,20,arrival,0,5,1,working
21,21,arrival,4,7,0,working
22,22,arrival,4,1,1,idle
23,23,departure,4,2,1,idle
24,24,arrival,0,8,1,idle
25,25,departure,2,2,0,working
26,26,arrival,2,8,0,idle
27,27,departure,1,5,1,idle
28,28,departure,2,0,1,working
29,29,arrival,1,0,0,working
30,30,arrival,4,5,0,idle
31,31,departure,0,0,1,working
32,32,departure,3,0,1,working
33,33,arrival,2,2,1,working
34,34,arrival,1,7,1,working
35,35,departure,2,8,1,idle
36,36,arrival,1,6,1,idle
37,37,departure,4,8,0,working
38,38,arrival,0,9,0,idle
39,39,departure,0,3,1,idle
40,40,departure,4,5,1,working
41,41,departure,1,1,0,idle
42,42,arrival,0,4,1,working
43,43,departure,0,2,1,idle
44,44,arrival,4,5,0,working
45,45,arrival,0,2,0,working
46,46,departure,2,2,0,idle
47,47,arrival,3,6,1,working
48,48,arrival,4,8,1,working
49,49,departure,2,3,0,working
50,50,departure,0,4,1,idle
51,51,departure,0,3,0,working
52,52,arrival,1,4,0,working
53,53,arrival,2,2,1,working
54,54,arrival,1,6,0,working
55,55,departure,3,0,1,working
56,56,departure,3,4,0,idle
57,57,arrival,0,9,1,working
58,58,departure,1,7,1,idle
59,59,arrival,2,5,0,idle
60,60,departure,2,0,0,idle
61,61,arrival,1,5,1,idle
62,62,departure,1,0,1,idle
63,63,departure,2,6,0,idle
64,64,arrival,1,5,0,idle
65,65,departure,3,0,1,working
66,66,arrival,1,4,0,idle
67,67,departure,0,5,0,idle
68,68,arrival,1,4,0,working
69,69,departure,4,1,1,working
70,70,departure,4,8,0,idle
71,71,departure,3,2,1,idle
72,72,arrival,1,2,0,idle
73,73,arrival,4,7,1,idle
74,74,arrival,2,9,0,idle
75,75,departure,3,3,0,idle
76,76,departure,4,2,0,working
77,77,arrival,0,6,1,idle
78,78,departure,1,1,1,idle
79,79,arrival,1,7,0,working
80,80,arrival,4,5,1,working
81,81,departure,2,3,0,idle
82,82,departure,3,8,0,working
83,83,arrival,4,9,1,idle
84,84,arrival,3,0,1,working
85,85,arrival,1,5,0,working
