time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
1,1,arrival,1,8,1,working
2,2,departure,0,7,1,working
3,3,arrival,3,1,0,idle
4,4,departure,0,0,0,working
5,5,arrival,0,7,1,idle
6,6,departure,3,0,0,working
7,7,arrival,0,0,0,working
8,8,arrival,2,8,0,idle
9,9,arrival,1,5,1,idle
10,10,arrival,2,6,1,idle
11,11,arrival,3,1,0,idle
12,12,arrival,4,9,0,idle
13,13,departure,1,7,1,idle
14,14,departure,3,4,0,idle
15,15,departure,3,6,0,working
16,16,departure,4,2,1,idle
17,17,arrival,1,5,0,idle
18,18,arrival,0,7,0,idle
19,19,arrival,3,5,0,working
20,20,arrival,4,0,1,working
21,21,departure,3,7,0,idle
22,22,departure,4,0,0,working
23,23,departure,2,2,0,working
24,24,departure,0,9,1,idle
25,25,arrival,1,0,1,working
26,26,arrival,0,6,1,working
27,27,departure,1,5,1,idle
28,28,departure,1,4,0,idle
29,29,departure,2,5,1,working
30,30,departure,3,4,0,idle
31,31,departure,2,0,0,working
32,32,arrival,2,8,1,idle
33,33,arrival,0,1,1,working
34,34,departure,4,2,0,idle
35,35,arrival,4,4,1,working
36,36,departure,4,7,0,idle
37,37,arrival,1,6,0,idle
38,38,arrival,1,6,1,working
39,39,arrival,3,5,1,working
40,40,departure,2,0,1,idle
41,41,departure,2,7,0,idle
42,42,departure,2,4,1,working
43,43,arrival,3,5,1,working
44,44,arrival,2,3,1,idle
45,45,arrival,0,5,1,idle
46,46,departure,1,4,0,working
47,47,departure,3,6,1,idle
48,48,departure,4,3,1,idle
49,49,departure,3,6,0,idle
50,50,arrival,1,0,1,idle
51,51,arrival,3,6,1,idle
52,52,departure,4,0,0,working
53,53,departure,3,3,0,working
54,54,departure,1,4,1,idle
55,55,departure,0,7,0,idle
56,56,arrival,1,8,1,working
57,57,departure,1,8,0,working
58,58,arrival,0,8,1,working
59,59,departure,1,6,0,working
60,60,departure,2,2,0,working
61,61,arrival,4,9,1,working
62,62,departure,2,2,0,idle
63,63,departure,2,5,0,idle
64,64,arrival,2,2,1,idle
65,65,departure,3,0,1,idle
66,66,departure,0,7,0,idle
67,67,departure,1,9,1,idle
68,68,departure,3,7,1,idle
69,69,arrival,2,2,0,idle
70,70,departure,0,4,0,idle
71,71,arrival,1,8,1,idle
72,72,departure,2,6,0,working
73,73,departure,2,1,0,working
74,74,departure,4,3,0,idle
75,75,arrival,1,7,0,working
76,76,arrival,3,4,0,working
77,77,departure,0,8,1,working
78,78,departure,3,6,0,idle
79,79,arrival,0,8,0,working
80,80,arrival,2,7,1,working
81,81,arrival,3,5,0,working
82,82,arrival,3,9,1,idle
83,83,arrival,3,1,0,working
84,84,departure,3,8,1,working
85,85,departure,2,0,0,working
86,86,departure,2,9,1,working
87,87,departure,3,0,0,idle
88,88,arrival,2,9,0,working
89,89,departure,1,3,1,idle
90,90,departure,0,7,0,idle
91,91,arrival,4,3,1,idle
92,92,departure,0,1,0,working
93,93,departure,4,7,0,idle
94,94,departure,2,5,1,working
95,95,departure,0,9,0,working
96,96,departure,4,6,1,working
97,97,arrival,4,4,0,working
98,98,departure,1,4,0,working
99,99,departure,0,8,0,working
100,100,departure,0,7,1,working
101,101,arrival,0,1,1,working
102,102,departure,2,2,0,working
103,103,departure,3,2,1,idle
104,104,departure,4,8,1,idle
105,105,arrival,0,2,0,idle
106,106,departure,4,2,0,working
107,107,departure,4,7,0,idle
108,108,arrival,4,9,1,working
109,109,departure,2,6,0,idle
110,110,departure,2,5,1,idle
111,111,arrival,3,4,1,working
112,112,arrival,1,5,1,working
113,113,arrival,0,7,0,working
114,114,arrival,1,2,0,idle
115,115,arrival,0,1,1,working
116,116,departure,0,8,1,working
117,117,arrival,3,4,0,idle
118,118,departure,2,2,1,idle
119,119,arrival,0,2,1,idle
120,120,arrival,4,2,0,working
121,121,arrival,2,1,0,idle
122,122,arrival,2,7,0,working
123,123,arrival,4,4,0,idle
124,124,arrival,3,7,1,working
125,125,arrival,0,5,0,working
126,126,arrival,2,4,0,working
127,127,arrival,3,8,0,idle
128,128,arrival,2,8,0,idle
129,129,departure,2,5,0,working
130,130,arrival,4,8,0,working
131,131,arrival,2,1,1,working
132,132,arrival,0,9,0,working
133,133,departure,4,9,0,working
134,134,arrival,1,1,0,idle
135,135,arrival,1,5,1,working
136,136,arrival,4,1,0,idle
137,137,departure,2,9,1,working
138,138,arrival,1,8,1,idle
139,139,arrival,0,5,0,idle
140,140,departure,1,0,0,working
141,141,departure,0,6,1,idle
142,142,departure,0,5,0,working
143,143,arrival,3,8,1,working
144,144,departure,0,6,0,idle
145,145,arrival,4,9,1,working
146,146,departure,3,5,0,working
147,147,arrival,0,5,1,working
148,148,departure,2,1,1,idle
149,149,arrival,0,9,1,working
150,150,arrival,2,1,0,working
151,151,arrival,1,6,0,idle
152,152,departure,1,6,1,idle
153,153,arrival,2,6,0,idle
154,154,arrival,1,6,0,working
155,155,arrival,2,8,1,idle
156,156,arrival,2,8,1,working
157,157,departure,1,4,1,working
158,158,departure,3,5,1,working
159,159,departure,3,5,1,idle
160,160,departure,0,3,1,working
161,161,arrival,2,6,0,working
162,162,arrival,4,9,1,idle
163,163,departure,1,1,0,idle
164,164,departure,4,6,0,idle
165,165,departure,4,3,1,idle
166,166,arrival,1,0,0,idle
167,167,departure,2,9,1,working
168,168,arrival,0,3,1,idle
169,169,departure,3,4,1,idle
170,170,departure,2,8,0,working
171,171,departure,2,0,1,idle
172,172,arrival,4,2,1,working
173,173,departure,2,4,1,working
174,174,departure,2,1,0,idle
175,175,arrival,3,0,1,working
176,176,departure,4,0,0,idle
177,177,departure,3,8,0,idle
178,178,departure,3,9,1,working
179,179,departure,3,9,1,idle
180,180,arrival,4,2,0,working
181,181,departure,2,2,0,working
182,182,arrival,2,8,1,working
183,183,arrival,4,1,1,working
184,184,departure,3,5,0,idle
185,185,departure,0,5,0,working
186,186,departure,0,7,1,working
187,187,arrival,0,1,1,working
188,188,departure,2,2,1,working
189,189,departure,1,9,0,working
190,190,arrival,2,4,0,working
191,191,arrival,1,5,0,working
192,192,arrival,3,9,1,working
193,193,arrival,3,0,0,idle
194,194,arrival,3,5,1,working
195,195,arrival,1,0,1,working
196,196,departure,2,4,1,working
197,197,arrival,2,4,1,idle
198,198,arrival,2,7,0,working
199,199,departure,2,2,0,idle
200,200,departure,1,6,1,idle
201,201,arrival,0,4,1,working
202,202,departure,2,7,0,idle
203,203,arrival,4,2,1,working
204,204,departure,3,1,0,idle
205,205,departure,0,7,0,idle
206,206,arrival,2,2,1,working
207,207,arrival,0,7,0,working
208,208,departure,1,1,1,idle
209,209,departure,4,0,1,working
210,210,departure,4,5,1,working
211,211,arrival,4,4,0,idle
212,212,departure,0,2,0,idle
213,213,departure,3,5,0,working
214,214,arrival,1,9,0,working
215,215,departure,3,5,0,working
216,216,departure,4,4,1,working
217,217,departure,2,5,0,working
218,218,arrival,4,8,0,working
219,219,departure,1,7,1,idle
220,220,arrival,0,1,0,working
221,221,departure,0,3,1,idle
222,222,arrival,4,8,0,idle
223,223,arrival,4,4,0,idle
224,224,departure,0,0,1,idle
225,225,arrival,4,7,0,idle
226,226,departure,0,9,1,working
227,227,departure,1,0,1,idle
228,228,departure,0,5,1,idle
229,229,departure,1,7,0,idle
230,230,arrival,2,4,0,idle
231,231,departure,3,5,1,working
232,232,arrival,2,7,1,idle
233,233,arrival,3,0,1,working
234,234,arrival,4,4,0,idle
235,235,departure,1,8,1,working
